# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:2000278	BP	e	regulation of DNA biosynthetic process	6/404	102/58581	7.991912900324457e-05	7	6	1.0	1.0	1.0	0.004500263654711899	DDX39B, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPU
GO:0070935	BP	e	3'-UTR-mediated mRNA stabilization	3/404	13/58581	8.845226014505133e-05	11	3	1.0	1.0	1.0	0.004962654261010898	ELAVL1, HNRNPA0, HNRNPC
GO:2000736	BP	e	regulation of stem cell differentiation	5/404	66/58581	9.626755209272503e-05	5	5	1.0	1.0	1.0	0.005381565439270487	CDK12, CDK13, HNRNPU, METTL3, NUDT21
GO:0045070	BP	e	positive regulation of viral genome replication	4/404	36/58581	0.00011024412311779707	8	4	1.0	1.0	1.0	0.006140637456983723	HSPA8, PABPC1, PPIE, PPIH
GO:0043518	BP	e	negative regulation of DNA damage response, signal transduction by p53 class mediator	3/404	14/58581	0.00011199954094404865	9	3	1.0	1.0	1.0	0.0062159745223947	DYRK1A, KDM1A, MIF
GO:0045595	BP	e	regulation of cell differentiation	26/404	1661/58581	0.00011887814478831007	4	26	1.0	1.0	1.0	0.0065740892327556845	ACIN1, ASB4, C1QBP, CDK12, CDK13, DDX17, DDX39B, DDX5, ESRP1, FMR1, HNRNPU, HSPA1A, KDM1A, LGALS3, LSM1, MBNL3, METTL3, MYOD1, NUDT21, PHLDB1, PIK3R1, PPP2CA, PPP2R1A, SOX14, WNT10B, ZHX2
GO:0046822	BP	e	regulation of nucleocytoplasmic transport	6/404	111/58581	0.00012758012109985562	6	6	1.0	1.0	1.0	0.007030120315891687	AKAP8L, DHX9, IWS1, KHDRBS1, NCBP2, PIK3R1
GO:0006457	BP	e	protein folding	8/404	213/58581	0.00012871386068209113	2	8	1.0	1.0	1.0	0.007067352869978591	CWC27, HSPA1A, HSPA8, PPIE, PPIG, PPIH, PPIL1, PPIL3
GO:2001234	BP	e	negative regulation of apoptotic signaling pathway	8/404	214/58581	0.0001329202457801786	8	8	1.0	1.0	1.0	0.007272434298377217	CCAR2, HSPA1A, IVNS1ABP, KDM1A, LGALS3, MIF, NOL3, NONO
GO:1902229	BP	e	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	4/404	38/58581	0.00013665448196766426	9	4	1.0	1.0	1.0	0.007450325096392551	CCAR2, HNRNPK, KDM1A, MIF
GO:0031331	BP	e	positive regulation of cellular catabolic process	10/404	338/58581	0.0001383494775913319	6	10	1.0	1.0	1.0	0.007516176372382604	FMR1, HNRNPD, HNRNPR, HSPA1A, KHSRP, METTL14, METTL16, METTL3, PABPC1, POLR2G
GO:1905661	BP	e	regulation of telomerase RNA reverse transcriptase activity	2/404	3/58581	0.00014168049105171533	9	2	1.0	1.0	1.0	0.007563973344072373	HNRNPA2B1, HNRNPD
GO:0110104	BP	e	mRNA alternative polyadenylation	2/404	3/58581	0.00014168049105171533	11	2	1.0	1.0	1.0	0.007563973344072373	CPSF7, NUDT21
GO:1990120	BP	e	messenger ribonucleoprotein complex assembly	2/404	3/58581	0.00014168049105171533	7	2	1.0	1.0	1.0	0.007563973344072373	CPSF7, NUDT21
GO:0039656	BP	e	modulation by virus of host gene expression	2/404	3/58581	0.00014168049105171533	8	2	1.0	1.0	1.0	0.007563973344072373	CPSF4, PABPN1
GO:0021523	BP	e	somatic motor neuron differentiation	2/404	3/58581	0.00014168049105171533	7	2	1.0	1.0	1.0	0.007563973344072373	PHOX2A, TCTN1
GO:2001021	BP	e	negative regulation of response to DNA damage stimulus	5/404	72/58581	0.0001457035290699953	7	5	1.0	1.0	1.0	0.007751930172486059	CCAR2, DDX39B, DYRK1A, KDM1A, MIF
GO:0010921	BP	e	regulation of phosphatase activity	7/404	166/58581	0.00016692426340196912	8	7	1.0	1.0	1.0	0.008850427697694094	CD2BP2, LGALS3, MPHOSPH10, PPP1R8, PPP1R9B, PPP2R1A, PPP4R2
GO:0009266	BP	e	response to temperature stimulus	7/404	167/58581	0.00017320844104897715	3	7	1.0	1.0	1.0	0.009152167934742016	ACADVL, CIRBP, HSPA1A, HSPA8, POLR2D, PPARGC1A, ST8SIA1
GO:0051247	BP	e	positive regulation of protein metabolic process	25/404	1607/58581	0.0001763421133205818	6	25	1.0	1.0	1.0	0.009285946984379716	AKAP8L, C1QBP, CIRBP, DDX39B, DHX9, DYRK1A, EIF4A3, ELAVL1, ERN1, FMR1, HABP4, HNRNPD, HNRNPK, HNRNPL, HSPA1A, KDM1A, KHDRBS1, METTL3, MIF, PABPC1, POLR2D, POLR2G, PPARGC1A, PPP2CA, YTHDF1
GO:0032270	BP	e	positive regulation of cellular protein metabolic process	24/404	1509/58581	0.0001849318101664617	7	24	1.0	1.0	1.0	0.009705145915164413	AKAP8L, C1QBP, CIRBP, DDX39B, DHX9, DYRK1A, EIF4A3, ELAVL1, ERN1, FMR1, HABP4, HNRNPD, HNRNPL, HSPA1A, KDM1A, KHDRBS1, METTL3, MIF, PABPC1, POLR2D, POLR2G, PPARGC1A, PPP2CA, YTHDF1
GO:0032204	BP	e	regulation of telomere maintenance	5/404	76/58581	0.00018810556572120444	7	5	1.0	1.0	1.0	0.00983823991021174	HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPU
GO:0050792	BP	e	regulation of viral process	7/404	170/58581	0.0001932174170862078	5	7	1.0	1.0	1.0	0.010071457865618583	DDX5, DHX9, FMR1, HSPA8, PABPC1, PPIE, PPIH
GO:0071407	BP	e	cellular response to organic cyclic compound	10/404	353/58581	0.0001962003365977028	5	10	1.0	1.0	1.0	0.01019250839517157	CDC5L, DHX9, HNRNPD, HNRNPU, KCNE1, KDM1A, MYOD1, PPARGC1A, PPP1R9B, WNT10B
GO:0007165	BP	e	signal transduction	54/404	4687/58581	0.00020849722183920752	4	54	1.0	1.0	1.0	0.010794978643480311	ACADVL, AKAP17A, ASB4, C1QBP, CACNA1C, CBLB, CCAR2, CDC5L, CYP24A1, DDX17, DDX47, DDX5, ERN1, ESRP1, ESRP2, FASTK, FMR1, GTF2F1, GTF2F2, HNRNPA1, HNRNPA2B1, HNRNPF, HNRNPH1, HNRNPK, HNRNPM, HSPA8, IGHV4-4, JMJD6, KHDRBS1, MIF, NCALD, NCBP1, NCBP2, NOL3, PABPN1, PIK3R1, POLR2A, POLR2B, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2J, POLR2K, POLR2L, PPARGC1A, PPP1R9B, PPP2CA, PPP2R1A, WNT10B, YWHAZ
GO:0014070	BP	e	response to organic cyclic compound	15/404	734/58581	0.00021445214550466123	4	15	1.0	1.0	1.0	0.01106616104679404	CDC5L, CYP24A1, DDX1, DHX9, EFTUD2, EIF4A3, HNRNPD, HNRNPU, KCNE1, KDM1A, MYOD1, PDCD7, PPARGC1A, PPP1R9B, WNT10B
GO:0051099	BP	e	positive regulation of binding	7/404	176/58581	0.00023883448714971206	4	7	1.0	1.0	1.0	0.01228325767410969	DHX9, FMR1, HNRNPL, KDM1A, LGALS3, NCBP1, PPP2CA
GO:1901796	BP	e	regulation of signal transduction by p53 class mediator	6/404	125/58581	0.00024380024700025574	7	6	1.0	1.0	1.0	0.012484310217675005	DDX5, DYRK1A, HNRNPK, ING5, KDM1A, MIF
GO:0051098	BP	e	regulation of binding	10/404	363/58581	0.00024510352682553165	3	10	1.0	1.0	1.0	0.012484310217675005	DHX9, EIF4A3, FMR1, GTF2F1, HABP4, HNRNPL, KDM1A, LGALS3, NCBP1, PPP2CA
GO:1902165	BP	e	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3/404	18/58581	0.0002459803166876143	10	3	1.0	1.0	1.0	0.012484310217675005	HNRNPK, KDM1A, MIF
GO:0032211	BP	e	negative regulation of telomere maintenance via telomerase	3/404	18/58581	0.0002459803166876143	10	3	1.0	1.0	1.0	0.012484310217675005	HNRNPA1, HNRNPC, HNRNPU
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	20/404	1186/58581	0.00026516183744863825	9	20	1.0	1.0	1.0	0.013392298547706738	C1QBP, CCAR1, CCAR2, CIR1, DDX20, DDX5, FAM172A, GCFC2, HMX1, HNRNPA2B1, HNRNPU, HSPA1A, HSPA8, KDM1A, KHDRBS1, LRRFIP1, NONO, SOX14, WNT10B, ZHX2
GO:0016202	BP	e	regulation of striated muscle tissue development	6/404	127/58581	0.0002656065432366493	6	6	1.0	1.0	1.0	0.013392298547706738	DDX17, DDX39B, DDX5, LUC7L, MYOD1, WNT10B
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	20/404	1188/58581	0.0002709278126738624	8	20	1.0	1.0	1.0	0.013616108214153171	C1QBP, CCAR1, CCAR2, CIR1, DDX20, DDX5, FAM172A, GCFC2, HMX1, HNRNPA2B1, HNRNPU, HSPA1A, HSPA8, KDM1A, KHDRBS1, LRRFIP1, NONO, SOX14, WNT10B, ZHX2
GO:0140245	BP	e	regulation of translation at postsynapse	2/404	4/58581	0.00028206532859011217	9	2	1.0	1.0	1.0	0.013993523970472157	EIF4A3, FMR1
GO:0099578	BP	e	regulation of translation at postsynapse, modulating synaptic transmission	2/404	4/58581	0.00028206532859011217	10	2	1.0	1.0	1.0	0.013993523970472157	EIF4A3, FMR1
GO:0030423	BP	e	targeting of mRNA for destruction involved in RNA interference	2/404	4/58581	0.00028206532859011217	7	2	1.0	1.0	1.0	0.013993523970472157	CLP1, DHX9
GO:0042063	BP	e	gliogenesis	2/404	4/58581	0.00028206532859011217	5	2	1.0	1.0	1.0	0.013993523970472157	METTL14, METTL3
GO:2000737	BP	e	negative regulation of stem cell differentiation	3/404	19/58581	0.00029060942214896194	6	3	1.0	1.0	1.0	0.014371194789539533	CDK12, CDK13, HNRNPU
GO:0046777	BP	e	protein autophosphorylation	7/404	183/58581	0.00030261623348056574	8	7	1.0	1.0	1.0	0.014917143343040411	CDK12, CLK1, CLK2, CLK3, CLK4, DYRK1A, ERN1
GO:0048634	BP	e	regulation of muscle organ development	6/404	131/58581	0.0003138009413067487	5	6	1.0	1.0	1.0	0.015419218864400716	DDX17, DDX39B, DDX5, LUC7L, MYOD1, WNT10B
GO:0016556	BP	e	mRNA modification	3/404	20/58581	0.00034014746291785597	8	3	1.0	1.0	1.0	0.016617169777326662	METTL14, METTL16, METTL3
GO:0009411	BP	e	response to UV	6/404	133/58581	0.00034033480132446856	5	6	1.0	1.0	1.0	0.016617169777326662	CCAR2, CIRBP, FMR1, KDM1A, METTL3, PIK3R1
GO:0050793	BP	e	regulation of developmental process	32/404	2384/58581	0.00035066313286925236	3	32	1.0	1.0	1.0	0.017067449454383894	ACIN1, ASB4, C1QBP, CDK12, CDK13, CELF4, DDX17, DDX39B, DDX5, ELAVL1, ESRP1, FMR1, HNRNPU, HSPA1A, KDM1A, LGALS3, LSM1, LUC7L, MBNL3, METTL3, MIF, MYOD1, NUDT21, PHLDB1, PIK3R1, PPARGC1A, PPP2CA, PPP2R1A, SOX14, WNT10B, YWHAZ, ZHX2
GO:0009605	BP	e	response to external stimulus	23/404	1492/58581	0.00036564143025069986	2	23	1.0	1.0	1.0	0.017740508262069334	CACTIN, CYP24A1, DDX1, DDX17, DDX41, DEFB110, FMR1, GTF2F1, HABP4, HNRNPA0, HNRNPA1, HNRNPL, HNRNPUL1, HSPA8, IGHV4-4, IVNS1ABP, LSM5, MYOD1, PABPN1, PCBP2, PPARGC1A, SOX14, TUSC2
GO:1903900	BP	e	regulation of viral life cycle	6/404	135/58581	0.000368593221779572	6	6	1.0	1.0	1.0	0.017827664008893466	DDX5, FMR1, HSPA8, PABPC1, PPIE, PPIH
GO:0048641	BP	e	regulation of skeletal muscle tissue development	4/404	50/58581	0.00039946076264939234	7	4	1.0	1.0	1.0	0.01926025033411711	DDX17, DDX5, MYOD1, WNT10B
GO:0065008	BP	e	regulation of biological quality	42/404	3450/58581	0.0004028733590598219	2	42	1.0	1.0	1.0	0.01936427743593144	ACADVL, CACNA1C, CCAR2, CELF4, CHERP, CIRBP, CLMN, CLNS1A, DHX9, EIF4A3, ELAVL1, ERN1, FMR1, GATC, GLA, HNRNPA0, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPM, HNRNPR, HNRNPU, HSPA1A, HSPA8, KCNE1, KDM1A, KHSRP, METTL14, METTL16, METTL3, MIF, NCALD, NOL3, NOVA1, NOVA2, PABPC1, PIK3R1, PPARGC1A, TUSC2, WNT10B, YWHAZ
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	19/404	1138/58581	0.00042329310581337227	10	19	1.0	1.0	1.0	0.020282575557746957	C1QBP, CCAR2, CIR1, DDX20, DDX5, FAM172A, GCFC2, HMX1, HNRNPA2B1, HNRNPU, HSPA1A, HSPA8, KDM1A, KHDRBS1, LRRFIP1, NONO, SOX14, WNT10B, ZHX2
GO:0043207	BP	e	response to external biotic stimulus	16/404	875/58581	0.0004542737095383304	3	16	1.0	1.0	1.0	0.021591993090406263	CACTIN, DDX1, DDX17, DDX41, DEFB110, FMR1, GTF2F1, HNRNPA0, HNRNPUL1, IGHV4-4, IVNS1ABP, LSM5, PABPN1, PCBP2, PPARGC1A, TUSC2
GO:0042026	BP	e	protein refolding	3/404	22/58581	0.0004548187020793334	3	3	1.0	1.0	1.0	0.021591993090406263	HSPA1A, HSPA8, PPIG
GO:2000637	BP	e	positive regulation of gene silencing by miRNA	3/404	22/58581	0.0004548187020793334	9	3	1.0	1.0	1.0	0.021591993090406263	DDX5, DHX9, FMR1
GO:0140243	BP	e	regulation of translation at synapse	2/404	5/58581	0.00046796054176427977	8	2	1.0	1.0	1.0	0.021879282420851735	EIF4A3, FMR1
GO:0010793	BP	e	regulation of mRNA export from nucleus	2/404	5/58581	0.00046796054176427977	9	2	1.0	1.0	1.0	0.021879282420851735	AKAP8L, IWS1
GO:0099547	BP	e	regulation of translation at synapse, modulating synaptic transmission	2/404	5/58581	0.00046796054176427977	9	2	1.0	1.0	1.0	0.021879282420851735	EIF4A3, FMR1
GO:0070934	BP	e	CRD-mediated mRNA stabilization	2/404	5/58581	0.00046796054176427977	11	2	1.0	1.0	1.0	0.021879282420851735	DHX9, HNRNPU
GO:0006398	BP	e	mRNA 3'-end processing by stem-loop binding and cleavage	2/404	5/58581	0.00046796054176427977	10	2	1.0	1.0	1.0	0.021879282420851735	CPSF2, CPSF3
GO:0043903	BP	e	regulation of symbiosis, encompassing mutualism through parasitism	7/404	197/58581	0.0004710323291569935	4	7	1.0	1.0	1.0	0.021890234357118232	DDX5, DHX9, FMR1, HSPA8, PABPC1, PPIE, PPIH
GO:0035303	BP	e	regulation of dephosphorylation	7/404	197/58581	0.0004710323291569935	7	7	1.0	1.0	1.0	0.021890234357118232	CD2BP2, LGALS3, MPHOSPH10, PPP1R8, PPP1R9B, PPP2R1A, PPP4R2
GO:0070887	BP	e	cellular response to chemical stimulus	24/404	1582/58581	0.0005026256297242554	3	24	1.0	1.0	1.0	0.02327352637429246	CACTIN, CDC5L, DCPS, DDX41, DHX9, EFTUD2, EIF4A3, ERN1, FMR1, FUS, HNRNPA1, HNRNPD, HNRNPU, HSPA1A, HSPA8, KCNE1, KDM1A, KHSRP, MYOD1, PABPN1, PIK3R1, PPARGC1A, PPP1R9B, WNT10B
GO:0009896	BP	e	positive regulation of catabolic process	10/404	398/58581	0.0005038147520262934	5	10	1.0	1.0	1.0	0.02327352637429246	FMR1, HNRNPD, HNRNPR, HSPA1A, KHSRP, METTL14, METTL16, METTL3, PABPC1, POLR2G
GO:0042221	BP	e	response to chemical	33/404	2536/58581	0.0005142841607931316	2	33	1.0	1.0	1.0	0.02368623975187232	CACTIN, CDC5L, CLK2, CYP24A1, DCPS, DDX1, DDX41, DHX15, DHX9, EFTUD2, EIF4A3, ERN1, FMR1, FUS, HNRNPA0, HNRNPA1, HNRNPD, HNRNPL, HNRNPU, HSPA1A, HSPA8, KCNE1, KDM1A, KHSRP, MYOD1, PABPN1, PDCD7, PIK3R1, PPARGC1A, PPP1R9B, PPP2CA, PPP2R1A, WNT10B
GO:0034620	BP	e	cellular response to unfolded protein	3/404	23/58581	0.000520373167953948	6	3	1.0	1.0	1.0	0.023824443941725414	ERN1, HSPA1A, HSPA8
GO:0060148	BP	e	positive regulation of posttranscriptional gene silencing	3/404	23/58581	0.000520373167953948	8	3	1.0	1.0	1.0	0.023824443941725414	DDX5, DHX9, FMR1
GO:0010923	BP	e	negative regulation of phosphatase activity	5/404	95/58581	0.000530176723074578	9	5	1.0	1.0	1.0	0.024201469409223856	CD2BP2, LGALS3, MPHOSPH10, PPP1R8, PPP1R9B
GO:0042752	BP	e	regulation of circadian rhythm	5/404	96/58581	0.0005561774921229007	3	5	1.0	1.0	1.0	0.025313458778655564	CCAR2, HNRNPD, NONO, PPARGC1A, SOX14
GO:1902532	BP	e	negative regulation of intracellular signal transduction	11/404	478/58581	0.0005578717726751285	7	11	1.0	1.0	1.0	0.02531589288413105	C1QBP, CCAR2, DYRK1A, HSPA1A, IVNS1ABP, KDM1A, MIF, NOL3, NONO, PPP2CA, PPP2R1A
GO:0051701	BP	e	interaction with host	6/404	147/58581	0.0005788064549126062	3	6	1.0	1.0	1.0	0.02618887036025396	ALYREF, CPSF4, DDX39B, HSPA1A, PABPN1, TUSC2
GO:0001649	BP	e	osteoblast differentiation	5/404	97/58581	0.0005831236328234223	4	5	1.0	1.0	1.0	0.02630706003167422	ALYREF, CYP24A1, DHX9, HNRNPC, HNRNPU
GO:1904357	BP	e	negative regulation of telomere maintenance via telomere lengthening	3/404	24/58581	0.0005916792516113429	9	3	1.0	1.0	1.0	0.02661521624813822	HNRNPA1, HNRNPC, HNRNPU
GO:0051726	BP	e	regulation of cell cycle	18/404	1078/58581	0.0005945424494091062	4	18	1.0	1.0	1.0	0.026666265848642727	CCAR2, CDK12, CDK13, DDX39B, ECD, ERN1, HNRNPU, HSPA1A, HSPA8, IK, KHDRBS1, LSM10, METTL3, MIF, PLRG1, PPP1R9B, PPP2R1A, WNT10B
GO:0009615	BP	e	response to virus	8/404	268/58581	0.0005998018480087686	5	8	1.0	1.0	1.0	0.026824181776600845	DDX1, DDX17, DDX41, FMR1, GTF2F1, HNRNPUL1, IVNS1ABP, PCBP2
GO:0009607	BP	e	response to biotic stimulus	16/404	899/58581	0.0006061388157359063	2	16	1.0	1.0	1.0	0.02702923638147196	CACTIN, DDX1, DDX17, DDX41, DEFB110, FMR1, GTF2F1, HNRNPA0, HNRNPUL1, IGHV4-4, IVNS1ABP, LSM5, PABPN1, PCBP2, PPARGC1A, TUSC2
GO:2000371	BP	e	regulation of DNA topoisomerase (ATP-hydrolyzing) activity	2/404	6/58581	0.0006987348378547093	6	2	1.0	1.0	1.0	0.030890486570946448	DHX9, HNRNPU
GO:2000373	BP	e	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	2/404	6/58581	0.0006987348378547093	7	2	1.0	1.0	1.0	0.030890486570946448	DHX9, HNRNPU
GO:2000197	BP	e	regulation of ribonucleoprotein complex localization	2/404	6/58581	0.0006987348378547093	5	2	1.0	1.0	1.0	0.030890486570946448	AKAP8L, IWS1
GO:1904356	BP	e	regulation of telomere maintenance via telomere lengthening	4/404	58/58581	0.0007046928250518875	8	4	1.0	1.0	1.0	0.03106487313635878	HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPU
GO:0035305	BP	e	negative regulation of dephosphorylation	5/404	102/58581	0.0007328058880624206	8	5	1.0	1.0	1.0	0.032212142583803664	CD2BP2, LGALS3, MPHOSPH10, PPP1R8, PPP1R9B
GO:0018193	BP	e	peptidyl-amino acid modification	15/404	827/58581	0.0007355234801970992	7	15	1.0	1.0	1.0	0.03223974936352569	CLK1, CLK2, CLK3, CLK4, CWC27, DYRK1A, ERN1, ING5, JMJD6, MYOD1, PPIE, PPIG, PPIH, PPIL1, PPIL3
GO:0019079	BP	e	viral genome replication	3/404	26/58581	0.0007523335947309973	5	3	1.0	1.0	1.0	0.032883158734007246	HTATSF1, PCBP1, PCBP2
GO:0008088	BP	e	axo-dendritic transport	4/404	61/58581	0.0008528210516507071	7	4	1.0	1.0	1.0	0.03716998871728463	AP3M1, FMR1, HNRNPU, HSPA8
GO:0051817	BP	e	modification of morphology or physiology of other organism involved in symbiotic interaction	5/404	106/58581	0.0008718421074224217	4	5	1.0	1.0	1.0	0.037891977113860685	CPSF4, FMR1, HSPA8, PABPN1, TUSC2
GO:0071310	BP	e	cellular response to organic substance	20/404	1291/58581	0.0008816945111594335	4	20	1.0	1.0	1.0	0.038212541046850845	CACTIN, CDC5L, DCPS, DDX41, DHX9, EIF4A3, ERN1, HNRNPD, HNRNPU, HSPA1A, HSPA8, KCNE1, KDM1A, KHSRP, MYOD1, PABPN1, PIK3R1, PPARGC1A, PPP1R9B, WNT10B
GO:0009628	BP	e	response to abiotic stimulus	17/404	1026/58581	0.0009091586998082552	2	17	1.0	1.0	1.0	0.039292463807679465	ACADVL, CCAR2, CIRBP, CLK2, FMR1, HABP4, HNRNPD, HSPA1A, HSPA8, KDM1A, METTL3, MYOD1, NOL3, PIK3R1, POLR2D, PPARGC1A, ST8SIA1
GO:2000765	BP	e	regulation of cytoplasmic translation	3/404	28/58581	0.0009383077857360766	8	3	1.0	1.0	1.0	0.04021430785033868	DHX9, FMR1, METTL3
GO:1902253	BP	e	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	3/404	28/58581	0.0009383077857360766	9	3	1.0	1.0	1.0	0.04021430785033868	HNRNPK, KDM1A, MIF
GO:0035967	BP	e	cellular response to topologically incorrect protein	3/404	28/58581	0.0009383077857360766	5	3	1.0	1.0	1.0	0.04021430785033868	ERN1, HSPA1A, HSPA8
GO:0044806	BP	e	G-quadruplex DNA unwinding	2/404	7/58581	0.0009737634294613611	7	2	1.0	1.0	1.0	0.041162180693587236	DHX9, HNRNPA2B1
GO:0000288	BP	e	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2/404	7/58581	0.0009737634294613611	10	2	1.0	1.0	1.0	0.041162180693587236	DCPS, POLR2D
GO:0070816	BP	e	phosphorylation of RNA polymerase II C-terminal domain	2/404	7/58581	0.0009737634294613611	11	2	1.0	1.0	1.0	0.041162180693587236	CDK12, CDK13
GO:0021861	BP	e	forebrain radial glial cell differentiation	2/404	7/58581	0.0009737634294613611	6	2	1.0	1.0	1.0	0.041162180693587236	METTL14, METTL3
GO:1903608	BP	e	protein localization to cytoplasmic stress granule	2/404	7/58581	0.0009737634294613611	6	2	1.0	1.0	1.0	0.041162180693587236	DDX1, DHX9
GO:0032479	BP	e	regulation of type I interferon production	5/404	109/58581	0.0009883366381076872	5	5	1.0	1.0	1.0	0.04166406008022816	CACTIN, DDX41, DHX9, LRRFIP1, PCBP2
GO:1901797	BP	e	negative regulation of signal transduction by p53 class mediator	3/404	29/58581	0.0010412458263623049	8	3	1.0	1.0	1.0	0.04372277445032789	DYRK1A, KDM1A, MIF
GO:1901699	BP	e	cellular response to nitrogen compound	10/404	438/58581	0.0010428401709586276	4	10	1.0	1.0	1.0	0.04372277445032789	CDC5L, DHX9, FMR1, HNRNPD, KCNE1, KDM1A, PIK3R1, PPARGC1A, PPP1R9B, WNT10B
GO:0043666	BP	e	regulation of phosphoprotein phosphatase activity	5/404	111/58581	0.001072169232268973	9	5	1.0	1.0	1.0	0.04483062082568559	LGALS3, PPP1R8, PPP1R9B, PPP2R1A, PPP4R2
GO:0065009	BP	e	regulation of molecular function	37/404	3080/58581	0.0010798838085200406	2	37	1.0	1.0	1.0	0.04490820164814331	AHNAK, BUD31, CACTIN, CBLB, CCAR2, CD2BP2, CDK12, DHX9, EIF4A3, ERN1, FMR1, GLA, GTF2F1, HABP4, HNRNPA2B1, HNRNPD, HNRNPL, HNRNPR, HNRNPU, HSPA1A, KCNE1, KDM1A, LGALS3, LRRFIP1, MIF, MPHOSPH10, NCBP1, NOL3, PABPN1, PIK3R1, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2, WNT10B
GO:0033043	BP	e	regulation of organelle organization	19/404	1209/58581	0.0010806235528314058	5	19	1.0	1.0	1.0	0.04490820164814331	AKAP8L, CDK13, DYRK1A, FMR1, HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPD, HNRNPU, HSPA1A, IK, IWS1, KDM1A, NOL3, PHLDB1, PIK3R1, PPARGC1A, PPP1R9B, YWHAZ
GO:0034605	BP	e	cellular response to heat	4/404	65/58581	0.0010827565631673674	5	4	1.0	1.0	1.0	0.04490820164814331	HSPA1A, HSPA8, POLR2D, ST8SIA1
GO:0045936	BP	e	negative regulation of phosphate metabolic process	11/404	520/58581	0.0011029205447843286	7	11	1.0	1.0	1.0	0.04562187958573031	CACTIN, CBLB, CD2BP2, HNRNPU, LGALS3, MPHOSPH10, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A
GO:0010563	BP	e	negative regulation of phosphorus metabolic process	11/404	521/58581	0.0011199171371708498	6	11	1.0	1.0	1.0	0.04620107355456963	CACTIN, CBLB, CD2BP2, HNRNPU, LGALS3, MPHOSPH10, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A
GO:2000573	BP	e	positive regulation of DNA biosynthetic process	4/404	66/58581	0.00114640101551004	8	4	1.0	1.0	1.0	0.04716752338214509	DDX39B, HNRNPA1, HNRNPA2B1, HNRNPD
GO:0046824	BP	e	positive regulation of nucleocytoplasmic transport	4/404	67/58581	0.0012126203745429782	7	4	1.0	1.0	1.0	0.04975936106070109	DHX9, KHDRBS1, NCBP2, PIK3R1
GO:0005681	CC	e	spliceosomal complex	76/404	173/58581	3.6039135521522098e-118	5	76	7.070878389322636e-115	6.892685391384847e-115	7.070878389322636e-115	7.070878389322635e-115	AAR2, AKAP17A, ALYREF, AQR, BCAS2, BUD13, BUD31, C9orf78, CACTIN, CCAR2, CDC40, CDC5L, CIRBP, CRNKL1, CTNNBL1, CWC15, CWC22, CWC27, DDX23, DDX39B, DDX41, DDX5, DHX15, DHX16, DHX35, DHX38, DHX8, EFTUD2, EIF4A3, FRG1, GCFC2, GEMIN2, GPATCH1, GPKOW, HNRNPA1, HNRNPA1L2, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPF, HNRNPH1, HNRNPH3, HNRNPK, HNRNPM, HNRNPR, HNRNPU, HSPA8, HTATSF1, IK, ISY1, IVNS1ABP, LGALS3, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, MFAP1, PABPC1, PDCD7, PHF5A, PLRG1, PNN, PPIE, PPIH, PPIL1, PPIL3, PPP1R8, TTF2
