# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0039656	BP	e	modulation by virus of host gene expression	2/205	3/58581	3.6474944218427645e-05	8	2	0.5627719143461202	0.5485832568705196	0.5508810825309127	0.0017053694374124851	CPSF4, PABPN1
GO:1990120	BP	e	messenger ribonucleoprotein complex assembly	2/205	3/58581	3.6474944218427645e-05	7	2	0.5627719143461202	0.5485832568705196	0.5508810825309127	0.0017053694374124851	CPSF7, NUDT21
GO:1902275	BP	e	regulation of chromatin organization	6/205	174/58581	3.700245556584882e-05	7	6	0.5709108869254814	0.5565170289215886	0.5587000765887513	0.0017248063049108203	AKAP8L, FMR1, HNRNPU, IWS1, KDM1A, PPARGC1A
GO:0071407	BP	e	cellular response to organic cyclic compound	8/205	353/58581	3.8672432568807934e-05	5	8	0.5966769621041376	0.5816334874333837	0.5838763869238622	0.0017972197653739084	CDC5L, DHX9, HNRNPD, HNRNPU, KDM1A, MYOD1, PPARGC1A, PPP1R9B
GO:2000737	BP	e	negative regulation of stem cell differentiation	3/205	19/58581	3.926292299797276e-05	6	3	0.6057876389357217	0.5905144650393332	0.5927523485003948	0.0018191820989060712	CDK12, CDK13, HNRNPU
GO:0010639	BP	e	negative regulation of organelle organization	8/205	355/58581	4.02392812244157e-05	6	8	0.6208518700115099	0.6051988953300804	0.6074521893637794	0.0018588379341661972	DYRK1A, HNRNPA1, HNRNPC, HNRNPU, HSPA1A, IK, NOL3, PPARGC1A
GO:0031399	BP	e	regulation of protein modification process	18/205	1726/58581	4.190782699163499e-05	7	18	0.6465958626539363	0.6302938280525885	0.6325986484387303	0.001930136903444586	AKAP8L, CACTIN, CCAR2, CDK12, DYRK1A, ERN1, FMR1, HSPA1A, IVNS1ABP, IWS1, KDM1A, LGALS3, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:1901698	BP	e	response to nitrogen compound	12/205	834/58581	4.361630841135984e-05	3	12	0.672956022478871	0.6559893930936974	0.6583445591610655	0.00200284530499664	CDC5L, DDX1, DHX15, DHX9, EFTUD2, FMR1, HNRNPD, HNRNPL, KDM1A, PIK3R1, PPARGC1A, PPP1R9B
GO:0016556	BP	e	mRNA modification	3/205	20/58581	4.6072514744505716e-05	8	3	0.7108528299929787	0.6929307427970485	0.6953724650388248	0.0021093555786141803	METTL14, METTL16, METTL3
GO:0043666	BP	e	regulation of phosphoprotein phosphatase activity	5/205	111/58581	4.74011898332595e-05	9	5	0.7313529579373608	0.7129140196225421	0.7153787569635524	0.002163766147743671	LGALS3, PPP1R8, PPP1R9B, PPP2R1A, PPP4R2
GO:0043412	BP	e	macromolecule modification	26/205	3117/58581	5.187396048457786e-05	4	26	0.8003633363165519	0.7801845019690364	0.7828299376727645	0.002360953794444106	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CWC27, DYRK1A, ERN1, FASTK, JMJD6, KDM1A, METTL14, METTL16, METTL3, MYOD1, PABPN1, PIK3R1, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP2CA, PPP2R1A, PPP4R2
GO:1904356	BP	e	regulation of telomere maintenance via telomere lengthening	4/205	58/58581	5.3284243879574284e-05	8	4	0.8221225988179516	0.8013951679348171	0.804059240142776	0.0024180076435822108	HNRNPA1, HNRNPA2B1, HNRNPC, HNRNPU
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	14/205	1138/58581	5.521290678727258e-05	10	14	0.8518799388208287	0.8304022631334977	0.833107550513156	0.0024981816387707584	C1QBP, CCAR2, CIR1, DDX20, DDX5, FAM172A, GCFC2, HNRNPA2B1, HNRNPU, HSPA1A, HSPA8, KDM1A, KHDRBS1, NONO
GO:0010646	BP	e	regulation of cell communication	27/205	3374/58581	5.996695204794628e-05	4	27	0.9252301031477631	0.9019031163436486	0.9047813724994135	0.002705351178794629	BUD31, C1QBP, CACTIN, CCAR2, CDK12, CELF4, CHERP, DDX1, DDX5, DYRK1A, EIF4A3, ERN1, FMR1, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, KHDRBS1, LGALS3, METTL3, NOL3, NONO, PIK3R1, PPARGC1A, PPP1R9B, PPP2CA, PPP2R1A
GO:0048856	BP	e	anatomical structure development	26/205	3170/58581	6.190976656262007e-05	2	26	0.9552057882946651	0.9311230517484191	0.934032648130249	0.0027690668814568447	AFF2, CACTIN, CDK13, CELF1, CELF4, CHERP, CLP1, DAZAP1, DDX1, DDX20, DDX39B, DYRK1A, ELAVL1, FAM172A, FMR1, FRG1, HMX2, HNRNPD, HNRNPU, JMJD6, KDM1A, MBNL1, MBNL3, MYOD1, PPARGC1A, PPP2CA
GO:0042026	BP	e	protein refolding	3/205	22/58581	6.191769227445793e-05	3	3	0.9553280741026114	0.9312422544752826	0.9340903056524723	0.0027690668814568447	HSPA1A, HSPA8, PPIG
GO:2000637	BP	e	positive regulation of gene silencing by miRNA	3/205	22/58581	6.191769227445793e-05	9	3	0.9553280741026114	0.9312422544752826	0.9340903056524723	0.0027690668814568447	DDX5, DHX9, FMR1
GO:0023051	BP	e	regulation of signaling	27/205	3403/58581	6.791951457452387e-05	3	27	1.0	1.0	1.0	0.00302869997216858	BUD31, C1QBP, CACTIN, CCAR2, CDK12, CELF4, CHERP, DDX1, DDX5, DYRK1A, EIF4A3, ERN1, FMR1, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, KHDRBS1, LGALS3, METTL3, NOL3, NONO, PIK3R1, PPARGC1A, PPP1R9B, PPP2CA, PPP2R1A
GO:0060148	BP	e	positive regulation of posttranscriptional gene silencing	3/205	23/58581	7.10217486835169e-05	8	3	1.0	1.0	1.0	0.0031398124940916396	DDX5, DHX9, FMR1
GO:0045445	BP	e	myoblast differentiation	3/205	23/58581	7.10217486835169e-05	4	3	1.0	1.0	1.0	0.0031398124940916396	DDX17, DDX5, MBNL1
GO:0034620	BP	e	cellular response to unfolded protein	3/205	23/58581	7.10217486835169e-05	6	3	1.0	1.0	1.0	0.0031398124940916396	ERN1, HSPA1A, HSPA8
GO:0043086	BP	e	negative regulation of catalytic activity	11/205	745/58581	7.240010604089508e-05	4	11	1.0	1.0	1.0	0.0031721588626210597	CCAR2, CD2BP2, HNRNPR, HNRNPU, LGALS3, MPHOSPH10, NOL3, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A
GO:0030423	BP	e	targeting of mRNA for destruction involved in RNA interference	2/205	4/58581	7.278140108677524e-05	7	2	1.0	1.0	1.0	0.0031721588626210597	CLP1, DHX9
GO:0042063	BP	e	gliogenesis	2/205	4/58581	7.278140108677524e-05	5	2	1.0	1.0	1.0	0.0031721588626210597	METTL14, METTL3
GO:0099578	BP	e	regulation of translation at postsynapse, modulating synaptic transmission	2/205	4/58581	7.278140108677524e-05	10	2	1.0	1.0	1.0	0.0031721588626210597	EIF4A3, FMR1
GO:0140245	BP	e	regulation of translation at postsynapse	2/205	4/58581	7.278140108677524e-05	9	2	1.0	1.0	1.0	0.0031721588626210597	EIF4A3, FMR1
GO:0035690	BP	e	cellular response to drug	7/205	287/58581	7.50623546414832e-05	4	7	1.0	1.0	1.0	0.0032623579429956174	DCPS, EFTUD2, FMR1, HNRNPA1, HNRNPD, PPARGC1A, PPP1R9B
GO:0071103	BP	e	DNA conformation change	5/205	123/58581	7.724748434659601e-05	5	5	1.0	1.0	1.0	0.0033478972920888478	ACIN1, AKAP8L, DDX1, DHX9, HNRNPA2B1
GO:0019220	BP	e	regulation of phosphate metabolic process	17/205	1647/58581	7.79469414161566e-05	6	17	1.0	1.0	1.0	0.003368748905069692	AKAP8L, CACTIN, CD2BP2, CDK12, ECD, ERN1, FMR1, HNRNPU, LGALS3, MPHOSPH10, PIK3R1, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:0051174	BP	e	regulation of phosphorus metabolic process	17/205	1649/58581	7.909530099209334e-05	5	17	1.0	1.0	1.0	0.003408830723483263	AKAP8L, CACTIN, CD2BP2, CDK12, ECD, ERN1, FMR1, HNRNPU, LGALS3, MPHOSPH10, PIK3R1, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A, PPP4R2
GO:1904357	BP	e	negative regulation of telomere maintenance via telomere lengthening	3/205	24/58581	8.095846202664935e-05	9	3	1.0	1.0	1.0	0.0034794097788556346	HNRNPA1, HNRNPC, HNRNPU
GO:0006468	BP	e	protein phosphorylation	12/205	895/58581	8.503983222915641e-05	7	12	1.0	1.0	1.0	0.0036446654762879284	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, DYRK1A, ERN1, FASTK, MYOD1, PABPN1, PIK3R1
GO:2000573	BP	e	positive regulation of DNA biosynthetic process	4/205	66/58581	8.85582265556816e-05	8	4	1.0	1.0	1.0	0.0037849442590792565	DDX39B, HNRNPA1, HNRNPA2B1, HNRNPD
GO:0016202	BP	e	regulation of striated muscle tissue development	5/205	127/58581	8.986872029494131e-05	6	5	1.0	1.0	1.0	0.003830343882405109	DDX17, DDX39B, DDX5, LUC7L, MYOD1
GO:0043067	BP	e	regulation of programmed cell death	16/205	1506/58581	9.129870095650682e-05	5	16	1.0	1.0	1.0	0.003880572058010864	C1QBP, CCAR2, CTNNBL1, DCPS, DDX20, DDX42, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, LGALS3, NOL3, NONO, PIK3R1, PPARGC1A, PPP2R1A
GO:0071345	BP	e	cellular response to cytokine stimulus	8/205	401/58581	9.391308997717214e-05	5	8	1.0	1.0	1.0	0.003970286757006315	CACTIN, CDC5L, DDX41, DHX9, HNRNPU, KHSRP, MYOD1, PPARGC1A
GO:0046824	BP	e	positive regulation of nucleocytoplasmic transport	4/205	67/58581	9.392408233244572e-05	7	4	1.0	1.0	1.0	0.003970286757006315	DHX9, KHDRBS1, NCBP2, PIK3R1
GO:0051054	BP	e	positive regulation of DNA metabolic process	6/205	207/58581	9.670074898489806e-05	7	6	1.0	1.0	1.0	0.004076491410076481	DDX39B, DHX9, HNRNPA1, HNRNPA2B1, HNRNPD, PPARGC1A
GO:0042127	BP	e	regulation of cell proliferation	16/205	1521/58581	0.00010228242482272461	4	16	1.0	1.0	1.0	0.004300042323133019	CCAR1, CDK13, CHERP, DDX20, DDX39B, DHX9, ERN1, ESRP2, HMX2, HNRNPU, HSPA1A, KDM1A, LGALS3, MYOD1, PPARGC1A, PPP1R9B
GO:0019079	BP	e	viral genome replication	3/205	26/58581	0.0001034626306974296	5	3	1.0	1.0	1.0	0.004337839481061525	HTATSF1, PCBP1, PCBP2
GO:0048634	BP	e	regulation of muscle organ development	5/205	131/58581	0.00010401803460199172	5	5	1.0	1.0	1.0	0.004349306926488158	DDX17, DDX39B, DDX5, LUC7L, MYOD1
GO:0035304	BP	e	regulation of protein dephosphorylation	5/205	132/58581	0.00010780834028440511	8	5	1.0	1.0	1.0	0.004495607789859693	LGALS3, PPP1R8, PPP1R9B, PPP2R1A, PPP4R2
GO:2000026	BP	e	regulation of multicellular organismal development	18/205	1862/58581	0.00010904343316159918	4	18	1.0	1.0	1.0	0.004534854798518366	ACIN1, C1QBP, CELF4, DDX17, DDX39B, DDX5, ESRP1, FMR1, HSPA1A, KDM1A, LGALS3, LSM1, LUC7L, METTL3, MYOD1, NUDT21, PIK3R1, PPP2CA
GO:0010793	BP	e	regulation of mRNA export from nucleus	2/205	5/58581	0.00012102224903555842	9	2	1.0	1.0	1.0	0.004966096490344763	AKAP8L, IWS1
GO:0006398	BP	e	mRNA 3'-end processing by stem-loop binding and cleavage	2/205	5/58581	0.00012102224903555842	10	2	1.0	1.0	1.0	0.004966096490344763	CPSF2, CPSF3
GO:0099547	BP	e	regulation of translation at synapse, modulating synaptic transmission	2/205	5/58581	0.00012102224903555842	9	2	1.0	1.0	1.0	0.004966096490344763	EIF4A3, FMR1
GO:0140243	BP	e	regulation of translation at synapse	2/205	5/58581	0.00012102224903555842	8	2	1.0	1.0	1.0	0.004966096490344763	EIF4A3, FMR1
GO:0070934	BP	e	CRD-mediated mRNA stabilization	2/205	5/58581	0.00012102224903555842	11	2	1.0	1.0	1.0	0.004966096490344763	DHX9, HNRNPU
GO:0051129	BP	e	negative regulation of cellular component organization	10/205	658/58581	0.00012204985537163658	5	10	1.0	1.0	1.0	0.004994979359493318	DYRK1A, HNRNPA1, HNRNPC, HNRNPU, HSPA1A, HSPA8, IK, LGALS3, NOL3, PPARGC1A
GO:2001021	BP	e	negative regulation of response to DNA damage stimulus	4/205	72/58581	0.00012435800268011658	7	4	1.0	1.0	1.0	0.005075977839554283	CCAR2, DDX39B, DYRK1A, KDM1A
GO:2000765	BP	e	regulation of cytoplasmic translation	3/205	28/58581	0.0001296920090067658	8	3	1.0	1.0	1.0	0.005265836860435236	DHX9, FMR1, METTL3
GO:0035967	BP	e	cellular response to topologically incorrect protein	3/205	28/58581	0.0001296920090067658	5	3	1.0	1.0	1.0	0.005265836860435236	ERN1, HSPA1A, HSPA8
GO:0031056	BP	e	regulation of histone modification	5/205	138/58581	0.00013282633462445088	8	5	1.0	1.0	1.0	0.005378943613964967	AKAP8L, FMR1, IWS1, KDM1A, PPARGC1A
GO:0031400	BP	e	negative regulation of protein modification process	9/205	549/58581	0.00015231670080978403	8	9	1.0	1.0	1.0	0.006152079520403554	CACTIN, HSPA1A, IVNS1ABP, LGALS3, PPARGC1A, PPP1R8, PPP1R9B, PPP2CA, PPP2R1A
GO:0034644	BP	e	cellular response to UV	4/205	76/58581	0.00015339957852735818	7	4	1.0	1.0	1.0	0.006179639940205247	FMR1, KDM1A, METTL3, PIK3R1
GO:0043516	BP	e	regulation of DNA damage response, signal transduction by p53 class mediator	3/205	30/58581	0.0001599024961943074	8	3	1.0	1.0	1.0	0.00642483232755721	DDX5, DYRK1A, KDM1A
GO:0051241	BP	e	negative regulation of multicellular organismal process	13/205	1110/58581	0.00016504608534133807	4	13	1.0	1.0	1.0	0.006614275456445468	C1QBP, CACTIN, CELF4, EIF4A3, KHSRP, LSM1, LUC7L, NOL3, NOVA1, NOVA2, PCBP2, PIK3R1, PPP2CA
GO:0007346	BP	e	regulation of mitotic cell cycle	9/205	557/58581	0.00016956640696577592	5	9	1.0	1.0	1.0	0.006777824075323722	CDK13, ECD, HNRNPU, HSPA1A, IK, LSM10, PLRG1, PPP1R9B, PPP2R1A
GO:1901699	BP	e	cellular response to nitrogen compound	8/205	438/58581	0.00017154328953948394	4	8	1.0	1.0	1.0	0.0068391251015625255	CDC5L, DHX9, FMR1, HNRNPD, KDM1A, PIK3R1, PPARGC1A, PPP1R9B
GO:0051701	BP	e	interaction with host	5/205	147/58581	0.00017840803888515084	3	5	1.0	1.0	1.0	0.007094478432884001	ALYREF, CPSF4, DDX39B, HSPA1A, PABPN1
GO:2000197	BP	e	regulation of ribonucleoprotein complex localization	2/205	6/58581	0.00018111433066493897	5	2	1.0	1.0	1.0	0.007146836337159446	AKAP8L, IWS1
GO:2000373	BP	e	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	2/205	6/58581	0.00018111433066493897	7	2	1.0	1.0	1.0	0.007146836337159446	DHX9, HNRNPU
GO:2000371	BP	e	regulation of DNA topoisomerase (ATP-hydrolyzing) activity	2/205	6/58581	0.00018111433066493897	6	2	1.0	1.0	1.0	0.007146836337159446	DHX9, HNRNPU
GO:1902531	BP	e	regulation of intracellular signal transduction	17/205	1774/58581	0.00018810734439743813	6	17	1.0	1.0	1.0	0.007403847491602227	C1QBP, CCAR2, CDK12, CHERP, DDX1, DDX5, DYRK1A, ERN1, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, NOL3, NONO, PIK3R1, PPP2CA, PPP2R1A
GO:0016310	BP	e	phosphorylation	13/205	1126/58581	0.00018956311702269304	5	13	1.0	1.0	1.0	0.007442161151509239	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CLP1, DYRK1A, ERN1, FASTK, MYOD1, PABPN1, PIK3R1
GO:0006796	BP	e	phosphate-containing compound metabolic process	18/205	1958/58581	0.00020183363309264087	4	18	1.0	1.0	1.0	0.007903784581183645	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CLP1, DYRK1A, ERN1, FASTK, HSPA1A, HSPA8, MYOD1, PABPN1, PIK3R1, PPP2CA, PPP2R1A, PPP4R2
GO:1901700	BP	e	response to oxygen-containing compound	14/205	1290/58581	0.00020303720972982646	3	14	1.0	1.0	1.0	0.007930787617522765	CACTIN, CDC5L, CLK2, DCPS, EFTUD2, ERN1, HNRNPA0, HNRNPD, HNRNPL, KDM1A, MYOD1, PABPN1, PIK3R1, PPARGC1A
GO:0010941	BP	e	regulation of cell death	16/205	1623/58581	0.00021275042171938442	4	16	1.0	1.0	1.0	0.008289207718960561	C1QBP, CCAR2, CTNNBL1, DCPS, DDX20, DDX42, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, LGALS3, NOL3, NONO, PIK3R1, PPARGC1A, PPP2R1A
GO:2001022	BP	e	positive regulation of response to DNA damage stimulus	4/205	83/58581	0.0002155607843106793	7	4	1.0	1.0	1.0	0.008377549977656098	CCAR2, DDX5, DHX9, FMR1
GO:0010638	BP	e	positive regulation of organelle organization	9/205	580/58581	0.0002284689034210304	6	9	1.0	1.0	1.0	0.008856901283625825	AKAP8L, FMR1, HNRNPA1, HNRNPA2B1, HNRNPD, HNRNPU, HSPA1A, KDM1A, PPARGC1A
GO:0071392	BP	e	cellular response to estradiol stimulus	3/205	34/58581	0.0002332613348360076	6	3	1.0	1.0	1.0	0.008997472837961902	HNRNPD, MYOD1, PPARGC1A
GO:0032205	BP	e	negative regulation of telomere maintenance	3/205	34/58581	0.0002332613348360076	8	3	1.0	1.0	1.0	0.008997472837961902	HNRNPA1, HNRNPC, HNRNPU
GO:0006793	BP	e	phosphorus metabolic process	18/205	1985/58581	0.00023806722728883886	3	18	1.0	1.0	1.0	0.009159948253963828	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CLP1, DYRK1A, ERN1, FASTK, HSPA1A, HSPA8, MYOD1, PABPN1, PIK3R1, PPP2CA, PPP2R1A, PPP4R2
GO:0051276	BP	e	chromosome organization	7/205	347/58581	0.00024088561415356883	4	7	1.0	1.0	1.0	0.009245333683520929	ACIN1, AKAP8L, DDX1, DHX9, HNRNPA2B1, NUP98, PPP2R1A
GO:0031058	BP	e	positive regulation of histone modification	4/205	86/58581	0.00024707328212108127	9	4	1.0	1.0	1.0	0.009459289503340355	AKAP8L, FMR1, KDM1A, PPARGC1A
GO:0000288	BP	e	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2/205	7/58581	0.0002529749194487602	10	2	1.0	1.0	1.0	0.00956654419650716	DCPS, POLR2D
GO:0070816	BP	e	phosphorylation of RNA polymerase II C-terminal domain	2/205	7/58581	0.0002529749194487602	11	2	1.0	1.0	1.0	0.00956654419650716	CDK12, CDK13
GO:1903608	BP	e	protein localization to cytoplasmic stress granule	2/205	7/58581	0.0002529749194487602	6	2	1.0	1.0	1.0	0.00956654419650716	DDX1, DHX9
GO:0021861	BP	e	forebrain radial glial cell differentiation	2/205	7/58581	0.0002529749194487602	6	2	1.0	1.0	1.0	0.00956654419650716	METTL14, METTL3
GO:0044806	BP	e	G-quadruplex DNA unwinding	2/205	7/58581	0.0002529749194487602	7	2	1.0	1.0	1.0	0.00956654419650716	DHX9, HNRNPA2B1
GO:2000279	BP	e	negative regulation of DNA biosynthetic process	3/205	35/58581	0.0002544730355454046	8	3	1.0	1.0	1.0	0.009599668619633368	HNRNPA1, HNRNPC, HNRNPU
GO:0042981	BP	e	regulation of apoptotic process	15/205	1492/58581	0.00027301435636494355	6	15	1.0	1.0	1.0	0.01027399635208467	C1QBP, CCAR2, CTNNBL1, DDX20, DDX42, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, LGALS3, NOL3, NONO, PIK3R1, PPARGC1A, PPP2R1A
GO:0006464	BP	e	cellular protein modification process	23/205	2924/58581	0.0002864015364653685	6	23	1.0	1.0	1.0	0.010725459480883909	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CWC27, DYRK1A, ERN1, FASTK, JMJD6, KDM1A, MYOD1, PABPN1, PIK3R1, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP2CA, PPP2R1A, PPP4R2
GO:0036211	BP	e	protein modification process	23/205	2924/58581	0.0002864015364653685	5	23	1.0	1.0	1.0	0.010725459480883909	CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CWC27, DYRK1A, ERN1, FASTK, JMJD6, KDM1A, MYOD1, PABPN1, PIK3R1, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP2CA, PPP2R1A, PPP4R2
GO:0043279	BP	e	response to alkaloid	4/205	91/58581	0.00030675421319035167	5	4	1.0	1.0	1.0	0.011459832337321878	DHX15, EFTUD2, PPARGC1A, PPP1R9B
GO:0097190	BP	e	apoptotic signaling pathway	6/205	258/58581	0.0003175347409313946	5	6	1.0	1.0	1.0	0.011833921540653351	DDX47, DDX5, ERN1, FASTK, NOL3, PIK3R1
GO:0009266	BP	e	response to temperature stimulus	5/205	167/58581	0.00032176205693708527	3	5	1.0	1.0	1.0	0.011962570545740455	CIRBP, HSPA1A, HSPA8, POLR2D, PPARGC1A
GO:1902229	BP	e	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	3/205	38/58581	0.00032547125118968177	9	3	1.0	1.0	1.0	0.012071384458186538	CCAR2, HNRNPK, KDM1A
GO:1905269	BP	e	positive regulation of chromatin organization	4/205	93/58581	0.00033329031960417605	8	4	1.0	1.0	1.0	0.012303776262617364	AKAP8L, FMR1, KDM1A, PPARGC1A
GO:1902416	BP	e	positive regulation of mRNA binding	2/205	8/58581	0.0003365217177279492	6	2	1.0	1.0	1.0	0.012303776262617364	FMR1, HNRNPL
GO:0036289	BP	e	peptidyl-serine autophosphorylation	2/205	8/58581	0.0003365217177279492	10	2	1.0	1.0	1.0	0.012303776262617364	DYRK1A, ERN1
GO:0046784	BP	e	viral mRNA export from host cell nucleus	2/205	8/58581	0.0003365217177279492	7	2	1.0	1.0	1.0	0.012303776262617364	ALYREF, DDX39B
GO:0006388	BP	e	tRNA splicing, via endonucleolytic cleavage and ligation	2/205	8/58581	0.0003365217177279492	10	2	1.0	1.0	1.0	0.012303776262617364	CLP1, DDX1
GO:0010501	BP	e	RNA secondary structure unwinding	2/205	8/58581	0.0003365217177279492	7	2	1.0	1.0	1.0	0.012303776262617364	DDX39B, DHX9
GO:0044093	BP	e	positive regulation of molecular function	16/205	1694/58581	0.0003409668105428877	3	16	1.0	1.0	1.0	0.012436824869660081	BUD31, DHX9, ERN1, FMR1, GTF2F1, HNRNPA2B1, HNRNPD, HNRNPL, HNRNPU, HSPA1A, KDM1A, LGALS3, NCBP1, PABPN1, PPARGC1A, PPP2CA
GO:0042752	BP	e	regulation of circadian rhythm	4/205	96/58581	0.0003761193905568715	3	4	1.0	1.0	1.0	0.013686665275712195	CCAR2, HNRNPD, NONO, PPARGC1A
GO:0090311	BP	e	regulation of protein deacetylation	3/205	40/58581	0.00037922464479986487	8	3	1.0	1.0	1.0	0.013767193046157917	AKAP8L, CCAR2, DYRK1A
GO:0001649	BP	e	osteoblast differentiation	4/205	97/58581	0.0003912299734091029	4	4	1.0	1.0	1.0	0.014169688403119832	ALYREF, DHX9, HNRNPC, HNRNPU
GO:0043069	BP	e	negative regulation of programmed cell death	11/205	908/58581	0.0003956461019204825	6	11	1.0	1.0	1.0	0.014296074254171252	CCAR2, DCPS, HNRNPK, HSPA1A, IVNS1ABP, KDM1A, LGALS3, NOL3, NONO, PIK3R1, PPARGC1A
GO:0007088	BP	e	regulation of mitotic nuclear division	5/205	175/58581	0.0003986301809312308	7	5	1.0	1.0	1.0	0.014370245470999908	CDK13, HNRNPU, HSPA1A, IK, PPP1R9B
GO:0002832	BP	e	negative regulation of response to biotic stimulus	3/205	41/58581	0.00040811152767919804	5	3	1.0	1.0	1.0	0.014677745362616193	C1QBP, CACTIN, PCBP2
GO:0030308	BP	e	negative regulation of cell growth	5/205	177/58581	0.0004198429185017357	6	5	1.0	1.0	1.0	0.015064549743170418	CCAR2, HSPA1A, PPP1R9B, PPP2CA, PPP2R1A
GO:0042594	BP	e	response to starvation	5/205	178/58581	0.0004307631186848428	5	5	1.0	1.0	1.0	0.015240916427148993	HNRNPA1, HNRNPL, HSPA8, MYOD1, PPARGC1A
GO:0010911	BP	e	regulation of isomerase activity	2/205	9/58581	0.0004316728549267036	4	2	1.0	1.0	1.0	0.015240916427148993	DHX9, HNRNPU
GO:0010912	BP	e	positive regulation of isomerase activity	2/205	9/58581	0.0004316728549267036	5	2	1.0	1.0	1.0	0.015240916427148993	DHX9, HNRNPU
GO:0044417	BP	e	translocation of molecules into host	2/205	9/58581	0.0004316728549267036	6	2	1.0	1.0	1.0	0.015240916427148993	ALYREF, DDX39B
GO:0070922	BP	e	small RNA loading onto RISC	2/205	9/58581	0.0004316728549267036	7	2	1.0	1.0	1.0	0.015240916427148993	CLP1, DHX9
GO:0051836	BP	e	translocation of molecules into other organism involved in symbiotic interaction	2/205	9/58581	0.0004316728549267036	5	2	1.0	1.0	1.0	0.015240916427148993	ALYREF, DDX39B
GO:0000290	BP	e	deadenylation-dependent decapping of nuclear-transcribed mRNA	2/205	9/58581	0.0004316728549267036	10	2	1.0	1.0	1.0	0.015240916427148993	DCPS, LSM1
GO:0006915	BP	e	apoptotic process	9/205	638/58581	0.0004558129670625309	4	9	1.0	1.0	1.0	0.01605648006577121	C1QBP, CCAR1, CTNNBL1, DDX41, NOL3, PDCD7, POLR2G, PPP2CA, PPP2R1A
GO:0012501	BP	e	programmed cell death	10/205	779/58581	0.0004641710229593548	3	10	1.0	1.0	1.0	0.016313655383234364	C1QBP, CCAR1, CTNNBL1, DDX41, DHX9, NOL3, PDCD7, POLR2G, PPP2CA, PPP2R1A
GO:0019538	BP	e	protein metabolic process	28/205	4025/58581	0.0004652489897507931	4	28	1.0	1.0	1.0	0.01631437877923861	C1QBP, CDK12, CDK13, CLK1, CLK2, CLK3, CLK4, CWC27, DYRK1A, ERN1, FASTK, GEMIN5, HSPA8, JMJD6, KDM1A, MYOD1, NUP98, PABPN1, PCBP2, PIK3R1, PPIE, PPIG, PPIH, PPIL1, PPIL3, PPP2CA, PPP2R1A, PPP4R2
GO:0071482	BP	e	cellular response to light stimulus	4/205	103/58581	0.0004911394634654635	6	4	1.0	1.0	1.0	0.017183199051720263	FMR1, KDM1A, METTL3, PIK3R1
GO:1901701	BP	e	cellular response to oxygen-containing compound	10/205	786/58581	0.0004973331630755255	4	10	1.0	1.0	1.0	0.017360527993421457	CACTIN, CDC5L, DCPS, ERN1, HNRNPD, KDM1A, MYOD1, PABPN1, PIK3R1, PPARGC1A
GO:1900034	BP	e	regulation of cellular response to heat	3/205	44/58581	0.0005031391130974757	6	3	1.0	1.0	1.0	0.01748408418013728	CCAR2, HSPA1A, HSPA8
GO:0030521	BP	e	androgen receptor signaling pathway	3/205	44/58581	0.0005031391130974757	8	3	1.0	1.0	1.0	0.01748408418013728	DDX17, DDX5, PPARGC1A
GO:2000767	BP	e	positive regulation of cytoplasmic translation	2/205	10/58581	0.0005383468855686151	9	2	1.0	1.0	1.0	0.0186026588451354	DHX9, METTL3
GO:0090394	BP	e	negative regulation of excitatory postsynaptic potential	2/205	10/58581	0.0005383468855686151	8	2	1.0	1.0	1.0	0.0186026588451354	CELF4, EIF4A3
GO:0018108	BP	e	peptidyl-tyrosine phosphorylation	5/205	187/58581	0.0005389453952800261	9	5	1.0	1.0	1.0	0.0186026588451354	CLK1, CLK2, CLK3, CLK4, DYRK1A
