chrom_start_end	Annotation
chr17_30285200_30289800	4_Tx
chr22_24269200_24275600	5_TxWk
chr19_15139400_15163000	15_Quies
chr18_28379000_28391200	15_Quies
chr2_175007400_175018600	5_TxWk
chr19_49637200_49638000	6_EnhG
chr4_127773200_127788000	15_Quies
chr11_74675200_74675400	2_TssAFlnk
chr4_6783600_6783800	2_TssAFlnk
chr11_112668200_112668400	7_Enh
chr11_12066000_12066200	2_TssAFlnk
chr11_97482800_97497800	15_Quies
chr2_240007200_240007600	2_TssAFlnk
chr9_77385800_77386000	11_BivFlnk
chr17_19911400_19911800	7_Enh
chr1_42125800_42138200	14_ReprPCWk
chr12_24096400_24102000	5_TxWk
chr4_81230000_81248200	15_Quies
chr7_911800_912600	4_Tx
chr11_119206000_119206600	2_TssAFlnk
chr5_41738600_41739600	6_EnhG
chr16_8011000_8012600	5_TxWk
chr7_138587400_138592000	14_ReprPCWk
chr17_40730600_40731000	2_TssAFlnk
chr8_107739200_107739800	5_TxWk
chr14_62234200_62235600	5_TxWk
chr9_114849000_114850600	5_TxWk
chr16_71311000_71311400	7_Enh
chr1_14753800_14757200	5_TxWk
chr1_32689800_32690200	6_EnhG
chr4_140373200_140373800	2_TssAFlnk
chr3_185369200_185369400	5_TxWk
chr15_23811800_23812000	2_TssAFlnk
chr9_114900200_114901600	5_TxWk
chr8_62618400_62618600	2_TssAFlnk
chr15_93408200_93413200	5_TxWk
chr10_104413800_104420400	5_TxWk
chr1_23851200_23853400	7_Enh
chr15_38818600_38818800	7_Enh
chr1_100442400_100452400	5_TxWk
chr17_75372400_75381800	5_TxWk
chr3_183517600_183522600	4_Tx
chr12_28268600_28268800	7_Enh
chr8_91979000_91979400	8_ZNF/Rpts
chr2_198176600_198179000	14_ReprPCWk
chr3_183894800_183895200	3_TxFlnk
chr2_3699800_3704000	13_ReprPC
chr8_96813600_96814800	7_Enh
chr14_70406400_70458800	15_Quies
chr17_8241800_8242200	7_Enh
chr18_2302800_2303200	1_TssA
chr20_5037400_5038200	2_TssAFlnk
chr5_130939400_130939800	5_TxWk
chr18_36543400_36627200	15_Quies
chr1_3305000_3309400	14_ReprPCWk
chr5_56556600_56559200	4_Tx
chr5_76717800_76723800	15_Quies
chr4_109728600_109735400	15_Quies
chr6_166908600_166908800	12_EnhBiv
chr19_21072600_21075600	9_Het
chr14_24580800_24582600	5_TxWk
chr10_73556600_73557400	7_Enh
chr5_150047800_150048600	13_ReprPC
chr3_19125600_19187800	15_Quies
chr9_126190400_126197600	5_TxWk
chr14_23052600_23054600	7_Enh
chr1_71381200_71381400	7_Enh
chr2_235970600_235973800	14_ReprPCWk
chr11_11820400_11820800	7_Enh
chr11_92931600_93057200	15_Quies
chr2_171626400_171626600	1_TssA
chr20_42088600_42095200	4_Tx
chr5_84500400_84501200	9_Het
chr3_44561000_44564000	15_Quies
chr22_22197000_22199000	6_EnhG
chr8_106002600_106023400	14_ReprPCWk
chr12_109082200_109083000	7_Enh
chr7_116832000_116838200	5_TxWk
chr8_6272000_6278400	4_Tx
chr1_114405400_114405800	7_Enh
chr12_49329000_49329400	6_EnhG
chr6_7806600_7811000	14_ReprPCWk
chr16_55600400_55601600	7_Enh
chr17_78976400_78976800	2_TssAFlnk
chr19_18204800_18208200	5_TxWk
chr3_48563200_48572800	5_TxWk
chr5_137533400_137535200	4_Tx
chr11_48847000_48847200	8_ZNF/Rpts
chr2_182741200_182742000	7_Enh
chr1_145503400_145506000	5_TxWk
chr13_27536800_27538600	5_TxWk
chr2_44314400_44314800	1_TssA
chr1_35413400_35436600	14_ReprPCWk
chr17_56471800_56472400	7_Enh
chr12_95876000_95877600	4_Tx
chr7_104915200_104924000	15_Quies
chr3_123028800_123029600	13_ReprPC
chr13_110521800_110522000	1_TssA
chr11_114309800_114313800	1_TssA
chr1_51449200_51449400	15_Quies
chr5_141853200_141853600	5_TxWk
chr2_175259000_175259400	7_Enh
chr19_56807600_56812600	5_TxWk
chr10_124714800_124715000	2_TssAFlnk
chr6_168229400_168230000	5_TxWk
chr8_129022800_129023800	6_EnhG
chr7_116477200_116480400	14_ReprPCWk
chr22_30571600_30577600	15_Quies
chr5_163753200_163755400	9_Het
chr11_134179600_134184200	13_ReprPC
chr2_45663800_45664000	7_Enh
chr19_1085400_1085600	4_Tx
chr2_25301200_25302200	13_ReprPC
chr6_130027800_130028600	5_TxWk
chr3_118660200_118660800	7_Enh
chr4_2883200_2884600	4_Tx
chr4_124337400_124338000	7_Enh
chr7_102906200_102907000	7_Enh
chr5_154124000_154128400	5_TxWk
chr6_53149800_53154800	4_Tx
chr3_196601400_196601800	5_TxWk
chr10_82212800_82213200	7_Enh
chr9_133965000_133965200	12_EnhBiv
chr2_43497200_43509400	5_TxWk
chr8_61945000_61948200	5_TxWk
chr1_3772600_3772800	7_Enh
chr4_4357600_4361000	13_ReprPC
chr17_9614000_9674000	15_Quies
chr6_34495200_34495600	2_TssAFlnk
chr7_98990600_98991000	1_TssA
chrX_1755800_1849400	15_Quies
chr3_107818200_107818600	7_Enh
chr10_11544000_11546600	5_TxWk
chr3_33261400_33262400	14_ReprPCWk
chr10_45967400_45968800	7_Enh
chr1_109081800_109082400	7_Enh
chr6_123451800_123452600	9_Het
chr18_12993200_12993400	3_TxFlnk
chr14_55883800_55886000	7_Enh
chrX_2232200_2234000	9_Het
chr5_141120200_141121000	7_Enh
chrX_41085400_41090400	5_TxWk
chr3_71176000_71176600	7_Enh
chr8_129325200_129332000	15_Quies
chr12_42893000_42920000	14_ReprPCWk
chr3_155547200_155547600	6_EnhG
chr8_950200_969800	14_ReprPCWk
chr6_154733800_154735200	5_TxWk
chr9_127626400_127629000	5_TxWk
chr18_46508600_46509600	7_Enh
chr11_66766400_66767000	7_Enh
chr11_18392600_18393800	7_Enh
chr6_158967400_158967600	13_ReprPC
chr3_72487800_72490400	6_EnhG
chr12_62666400_62666800	2_TssAFlnk
chr7_121700800_121741200	15_Quies
chr14_69621000_69657600	15_Quies
chr2_171324200_171325200	7_Enh
chr10_62564600_62565600	7_Enh
chr13_110372000_110373400	7_Enh
chr2_44769200_44769800	7_Enh
chr12_63433200_63480400	15_Quies
chr6_100634200_100656400	15_Quies
chr15_37372600_37380400	4_Tx
chr1_245064400_245065000	7_Enh
chr17_40124200_40130400	4_Tx
chr14_101202800_101204400	7_Enh
chr6_28918400_28919200	2_TssAFlnk
chr2_233679600_233682400	4_Tx
chr3_151597000_151599400	7_Enh
chr11_129683600_129683800	13_ReprPC
chr9_37350000_37351000	6_EnhG
chr7_154475600_154478800	7_Enh
chr18_52917800_52919600	7_Enh
chr8_117653000_117657200	5_TxWk
chr19_49126600_49127200	2_TssAFlnk
chr17_79847400_79848400	3_TxFlnk
chr8_10574800_10614600	15_Quies
chr8_333200_334600	14_ReprPCWk
chr9_94366000_94380800	15_Quies
chr2_27156600_27159400	13_ReprPC
chr22_40273000_40274000	7_Enh
chr12_49209800_49210000	7_Enh
chr22_25059200_25059400	7_Enh
chr10_969400_969800	5_TxWk
chr8_142360400_142360600	7_Enh
chrX_131140600_131142000	7_Enh
chr6_156983400_156983600	1_TssA
chr4_39771600_39774200	4_Tx
chr4_26626000_26662600	15_Quies
chr16_47166200_47166600	7_Enh
chr6_9436800_9441200	15_Quies
chr6_26183400_26185600	4_Tx
chr8_145154600_145155000	7_Enh
chrX_55135600_55136400	7_Enh
chr19_34656600_34659000	5_TxWk
chr6_33328400_33330600	5_TxWk
chr6_26350000_26350400	7_Enh
chr5_135477800_135478000	6_EnhG
chr2_70528600_70529200	1_TssA
chr9_130534400_130534600	7_Enh
chr6_7262400_7262600	7_Enh
chr15_64863400_64864800	7_Enh
chr19_54599600_54600000	7_Enh
chr3_58399600_58400200	7_Enh
chr17_8313400_8314200	2_TssAFlnk
chrX_39613200_39614200	5_TxWk
chr6_146281000_146282800	6_EnhG
chr15_90160400_90162600	5_TxWk
chr6_53053600_53057400	5_TxWk
chr21_42730600_42740400	14_ReprPCWk
chr7_127523200_127525600	6_EnhG
chrX_49597600_49605600	15_Quies
chr17_7092800_7093200	7_Enh
chr3_151912800_151913200	7_Enh
chr22_41211600_41211800	3_TxFlnk
chr4_78637200_78647400	5_TxWk
chr3_194840800_194841200	5_TxWk
chr16_85369200_85370000	7_Enh
chr14_62165000_62166200	2_TssAFlnk
chr2_138814000_138815000	5_TxWk
chr19_3392000_3397000	5_TxWk
chr2_217973400_217974600	7_Enh
chr12_127644400_127645000	3_TxFlnk
chr6_111919400_111920400	7_Enh
chr17_62631600_62632400	6_EnhG
chr3_53314200_53326400	5_TxWk
chr19_58178400_58179200	13_ReprPC
chr21_37632800_37633200	1_TssA
chr16_85600800_85601200	2_TssAFlnk
chr1_153087400_153088400	7_Enh
chr13_50724600_50726600	5_TxWk
chr1_153234400_153235800	13_ReprPC
chr8_42660600_42661000	1_TssA
chr13_99679800_99680200	7_Enh
chr2_68815800_68817400	5_TxWk
chr1_91488800_91498800	14_ReprPCWk
chr11_13200600_13224200	15_Quies
chr10_105152600_105153600	5_TxWk
chr7_398200_399200	9_Het
chr6_158272400_158272800	6_EnhG
chr7_103435600_103435800	7_Enh
chr7_148890400_148892000	5_TxWk
chrX_153157800_153158200	7_Enh
chr4_139229000_139250800	15_Quies
chr11_46371600_46373000	5_TxWk
chr3_48671800_48672200	2_TssAFlnk
chr5_6283200_6320800	15_Quies
chr2_169675000_169675400	5_TxWk
chr2_11413800_11414200	2_TssAFlnk
chr3_133496200_133498600	5_TxWk
chr10_21366600_21368200	7_Enh
chr19_45981000_45981600	2_TssAFlnk
chr16_31416400_31438800	14_ReprPCWk
chr7_77541200_77541400	2_TssAFlnk
chr10_38382400_38383000	8_ZNF/Rpts
chr22_22068000_22068800	12_EnhBiv
chr18_20623400_20630000	14_ReprPCWk
chr3_141629200_141630600	5_TxWk
chr22_28570800_28637800	15_Quies
chr2_242525000_242525800	5_TxWk
chr20_51827000_51828600	5_TxWk
chr14_73391200_73391400	7_Enh
chr20_4655000_4656800	7_Enh
chr6_158168800_158173200	15_Quies
chrX_65476800_65482000	5_TxWk
chr3_178088200_178088600	7_Enh
chr12_22957400_22959600	14_ReprPCWk
chr14_23060000_23061800	5_TxWk
chr19_38633600_38640000	5_TxWk
chr12_121397400_121398000	2_TssAFlnk
chr11_94962400_94965000	1_TssA
chr13_64627600_64631400	5_TxWk
chr5_137799400_137801600	1_TssA
chr13_112247800_112250200	15_Quies
chr8_100473800_100559200	15_Quies
chr15_58722600_58723800	7_Enh
chr9_123743600_123744000	7_Enh
chr5_149330800_149331800	7_Enh
chr7_96903000_97019400	15_Quies
chr14_60953200_60967600	15_Quies
chr5_34656200_34657000	1_TssA
chr3_63951400_63953400	5_TxWk
chr8_28729000_28730200	5_TxWk
chr5_150487000_150502200	15_Quies
chr2_114668800_114671000	5_TxWk
chr2_25034800_25039000	4_Tx
chr5_818800_819200	13_ReprPC
chr8_105342600_105345200	14_ReprPCWk
chr15_85296400_85297200	5_TxWk
chr16_89668600_89669600	7_Enh
chr1_179174800_179177600	5_TxWk
chr14_55634400_55636400	4_Tx
chr2_232850600_232851200	1_TssA
chr18_9002400_9002600	8_ZNF/Rpts
chr12_89810000_89810400	7_Enh
chr7_6417200_6417600	7_Enh
chr16_75123200_75123600	6_EnhG
chr19_58291800_58293000	9_Het
chr10_26974000_26975200	5_TxWk
chr8_47531000_47829400	15_Quies
chr22_22883400_22884400	15_Quies
chrX_153835000_153835200	7_Enh
chr5_131989800_131996200	15_Quies
chr5_30089200_30288200	15_Quies
chr5_36212400_36213400	4_Tx
chr13_100180800_100192800	5_TxWk
chr7_44437600_44442600	5_TxWk
chr10_32452400_32453800	14_ReprPCWk
chr17_37691000_37693600	7_Enh
chr2_185723200_185727200	9_Het
chr18_76972400_76977600	5_TxWk
chr7_139027600_139028000	2_TssAFlnk
chr17_44893000_44894400	7_Enh
chr20_49050400_49050800	2_TssAFlnk
chr14_50498200_50504600	5_TxWk
chr17_4754800_4755200	5_TxWk
chr17_46226800_46227000	7_Enh
chr19_57869400_57874000	5_TxWk
chr10_3149800_3167800	4_Tx
chr2_148601400_148603000	1_TssA
chr4_766000_769600	5_TxWk
chr19_49129000_49135800	5_TxWk
chr1_205329800_205338800	14_ReprPCWk
chr16_28956800_28957000	2_TssAFlnk
chr11_61625200_61625800	7_Enh
chr3_98313200_98313600	7_Enh
chr6_43467400_43470200	5_TxWk
chr12_8043800_8044000	1_TssA
chr15_101669200_101677000	15_Quies
chr7_35943600_35945200	5_TxWk
chr5_96142200_96144200	1_TssA
chr11_72329600_72335400	14_ReprPCWk
chr18_23835600_23836400	2_TssAFlnk
chr7_133580800_133581000	9_Het
chr1_155961200_155966000	5_TxWk
chr3_81766200_81766600	2_TssAFlnk
chr15_81378000_81380400	7_Enh
chr5_53602600_53603800	2_TssAFlnk
chr5_57232200_57249200	15_Quies
chr17_3694800_3695200	7_Enh
chr2_196479400_196484000	5_TxWk
chr6_31703400_31704400	1_TssA
chr15_91738000_91779200	14_ReprPCWk
chr11_12599200_12599800	2_TssAFlnk
chr13_114580000_114600400	14_ReprPCWk
chr2_33216200_33217400	7_Enh
chr2_119722800_119732400	14_ReprPCWk
chr13_91848800_91849800	15_Quies
chr6_107432400_107432600	7_Enh
chr17_2247600_2248200	7_Enh
chr11_3570800_3600800	15_Quies
chr1_6136200_6136400	7_Enh
chr11_66362200_66363400	2_TssAFlnk
chr2_9000800_9001200	6_EnhG
chr8_10676200_10677000	3_TxFlnk
chr10_99234400_99241000	4_Tx
chr22_30033000_30034400	4_Tx
chrX_151901800_151902000	2_TssAFlnk
chr7_30324000_30327400	1_TssA
chr17_8100000_8102600	5_TxWk
chrX_122804000_122808200	4_Tx
chr18_23809400_23810000	7_Enh
chr20_39631400_39631600	7_Enh
chr11_6663000_6666400	14_ReprPCWk
chr3_138924200_138927800	5_TxWk
chr2_30475200_30475600	7_Enh
chr6_121479600_121483600	5_TxWk
chr12_125541000_125549200	15_Quies
chr11_69533800_69534800	13_ReprPC
chr17_40762600_40763000	2_TssAFlnk
chr9_72871000_72871400	1_TssA
chr19_11547800_11548200	5_TxWk
chr12_105026800_105027600	5_TxWk
chr3_193915800_193918000	5_TxWk
chr19_19008800_19009800	7_Enh
chr1_233748800_233749400	2_TssAFlnk
chr16_16726400_16727600	7_Enh
chr21_45239600_45239800	7_Enh
chr5_140625400_140637800	15_Quies
chr7_92555200_92555600	7_Enh
chr9_91925000_91928200	1_TssA
chr19_14492000_14493000	1_TssA
chr8_92027400_92027800	8_ZNF/Rpts
chr12_93693800_93694200	5_TxWk
chr3_185847800_185855200	14_ReprPCWk
chr9_97038600_97039400	2_TssAFlnk
chr12_46630200_46631200	4_Tx
chr13_40212200_40221000	14_ReprPCWk
chr21_43285400_43285800	2_TssAFlnk
chr2_233565400_233567200	5_TxWk
chr2_191534200_191534400	7_Enh
chr5_61828600_61833200	5_TxWk
chr20_345000_345400	5_TxWk
chr18_55092800_55098400	14_ReprPCWk
chr7_93168400_93204400	14_ReprPCWk
chr7_6541200_6541600	7_Enh
chr4_139585000_139585600	7_Enh
chr2_15498400_15505200	5_TxWk
chr7_24860800_24861200	2_TssAFlnk
chr12_23822600_23824200	7_Enh
chr20_22360000_22360400	7_Enh
chrX_55051600_55052400	4_Tx
chrX_107136800_107137600	9_Het
chr1_12078400_12078600	7_Enh
chr16_68118600_68122800	1_TssA
chr1_39451200_39452600	7_Enh
chr22_40251000_40253200	7_Enh
chr3_169680400_169683200	5_TxWk
chr15_50528800_50533400	5_TxWk
chr11_6587000_6589000	5_TxWk
chr6_147237200_147238000	6_EnhG
chr14_70386600_70406400	14_ReprPCWk
chr20_56985200_56985800	6_EnhG
chr16_22227400_22228200	2_TssAFlnk
chr5_43106600_43111200	5_TxWk
chr11_66053600_66054600	4_Tx
chr8_80309000_80581800	15_Quies
chr10_73607600_73607800	6_EnhG
chr9_36138000_36140000	5_TxWk
chr9_88621800_88623200	5_TxWk
chr1_240479200_240479400	9_Het
chr2_88355600_88356000	2_TssAFlnk
chr6_56300000_56304200	15_Quies
chr7_99071400_99071600	1_TssA
chr10_8008600_8009200	7_Enh
chr13_92312600_92314800	15_Quies
chr13_25866400_25866800	7_Enh
chr16_24895400_24912000	14_ReprPCWk
chr17_47864800_47865000	1_TssA
chr20_30162200_30162400	1_TssA
chr6_47569400_47573000	5_TxWk
chr16_420200_420800	5_TxWk
chr19_47284200_47285200	4_Tx
chr6_119007200_119008400	7_Enh
chr12_92797400_92799200	2_TssAFlnk
chr4_48212600_48213000	2_TssAFlnk
chr15_44085200_44085400	2_TssAFlnk
chr1_174910000_174910600	7_Enh
chr1_10155000_10156600	4_Tx
chr7_16684000_16687400	1_TssA
chr16_2499600_2502000	5_TxWk
chr14_61206200_61220200	5_TxWk
chr16_89703600_89704000	7_Enh
chr1_242538200_242538400	9_Het
chr4_153944200_153945000	7_Enh
chr12_105477200_105477600	1_TssA
chr17_53820200_53821000	7_Enh
chr5_98106200_98107400	1_TssA
chr5_163778400_163778800	5_TxWk
chr21_28514400_28521200	15_Quies
chr7_55956000_55956200	7_Enh
chr14_102499400_102503000	4_Tx
chr8_23078000_23080400	3_TxFlnk
chr7_95704800_95705400	10_TssBiv
chr22_39541000_39542000	1_TssA
chr6_32123000_32123600	3_TxFlnk
chr4_179856200_179874400	15_Quies
chr19_23942000_23942200	7_Enh
chr11_38359200_38394200	15_Quies
chr8_20810000_20870200	15_Quies
chr12_129307800_129309400	1_TssA
chr4_185748000_185748400	7_Enh
chr8_129232400_129233000	7_Enh
chr1_26277200_26280800	14_ReprPCWk
chr11_69980400_69982000	13_ReprPC
chr8_12292400_12292600	7_Enh
chr3_14393200_14394200	2_TssAFlnk
chr15_51967400_51973000	5_TxWk
chr14_64216000_64317600	15_Quies
chr12_111107200_111108000	14_ReprPCWk
chr12_69968800_69978200	5_TxWk
chr16_27733000_27734600	7_Enh
chr11_64845200_64846600	6_EnhG
chr14_35345600_35381200	15_Quies
chr18_77256400_77259400	9_Het
chr8_144703000_144714600	15_Quies
chr7_156637200_156637600	7_Enh
chr11_57322000_57329400	5_TxWk
chr18_2853600_2856000	2_TssAFlnk
chr21_28687600_28688600	9_Het
chr15_88066400_88079400	15_Quies
chr5_131546000_131547600	5_TxWk
chr6_24012800_24031000	15_Quies
chr1_197746200_197747200	5_TxWk
chr9_116630800_116632000	7_Enh
chr17_80662800_80663200	5_TxWk
chr13_42275400_42296800	15_Quies
chr13_51991000_51991400	8_ZNF/Rpts
chr3_154797000_154797200	2_TssAFlnk
chr10_4911400_4912000	2_TssAFlnk
chr7_131241800_131242000	11_BivFlnk
chr16_16002400_16033600	15_Quies
chr3_170883200_170884800	4_Tx
chr1_184837200_184858400	5_TxWk
chr19_9810400_9811200	1_TssA
chrX_177600_178800	7_Enh
chr21_38317600_38318600	7_Enh
chr7_109768800_109843600	15_Quies
chr19_11616800_11617400	2_TssAFlnk
chr8_137253400_137253600	9_Het
chr13_47370000_47370600	2_TssAFlnk
chr5_53562400_53566200	5_TxWk
chrX_153356400_153357200	6_EnhG
chr4_13327800_13367200	5_TxWk
chr15_67158800_67165000	14_ReprPCWk
chr10_80679000_80680000	7_Enh
chr2_176016400_176016600	6_EnhG
chr12_46780000_46781200	2_TssAFlnk
chr4_20189400_20420400	15_Quies
chr20_49950600_49951400	5_TxWk
chr7_20855400_20874600	15_Quies
chr18_22908000_22910200	9_Het
chr7_4783800_4784200	7_Enh
chr6_141397200_141447600	15_Quies
chr17_46921200_46925400	5_TxWk
chr17_78295400_78296600	5_TxWk
chr7_95205800_95209400	14_ReprPCWk
chr20_57367800_57375200	14_ReprPCWk
chrX_11382800_11385600	6_EnhG
chr12_123143800_123144200	14_ReprPCWk
chr8_141624600_141628800	7_Enh
chr9_96902200_96902800	2_TssAFlnk
chr2_169631400_169631600	5_TxWk
chr9_33242600_33249400	5_TxWk
chr14_99816800_99817000	13_ReprPC
chrX_67765800_67766600	7_Enh
chr11_65060200_65065000	4_Tx
chr20_30920200_30920400	6_EnhG
chr22_39493000_39493600	7_Enh
chr3_196015600_196015800	2_TssAFlnk
chr4_6576200_6576400	5_TxWk
chr19_53952800_53953200	8_ZNF/Rpts
chr11_4663600_4666000	14_ReprPCWk
chr1_228642000_228643000	6_EnhG
chr19_41306000_41306400	2_TssAFlnk
chr2_61421600_61426800	5_TxWk
chr7_64096400_64098800	9_Het
chr19_47323400_47324400	7_Enh
chr17_6827000_6830800	5_TxWk
chr2_73120400_73122400	5_TxWk
chr10_104754600_104755000	7_Enh
chr17_7785000_7786400	7_Enh
chr22_44894800_44915400	15_Quies
chr17_36847200_36848000	7_Enh
chr5_71777000_71796000	14_ReprPCWk
chr20_42085400_42085800	2_TssAFlnk
chr15_41500400_41508600	15_Quies
chr16_3450200_3452200	1_TssA
chr11_64938800_64943600	7_Enh
chr5_130706400_130706600	7_Enh
chr13_21871600_21873000	1_TssA
chr16_75300200_75300800	2_TssAFlnk
chr1_95594800_95602400	5_TxWk
chr19_3656400_3659400	4_Tx
chr12_112084800_112085400	4_Tx
chr15_96867200_96867600	5_TxWk
chr2_206802400_206809200	14_ReprPCWk
chr11_33908800_33910600	6_EnhG
chr3_799600_804600	15_Quies
chr10_4881200_4889000	5_TxWk
chr10_6983200_7003400	5_TxWk
chr1_207998800_208000200	2_TssAFlnk
chr3_194897200_194898600	7_Enh
chr5_16785400_16823400	14_ReprPCWk
chr4_6984400_6984600	6_EnhG
chr2_86007800_86011800	14_ReprPCWk
chr12_105031400_105031800	7_Enh
chr10_33356400_33364800	15_Quies
chr1_162280600_162287200	15_Quies
chr8_23146200_23146600	2_TssAFlnk
chr6_137078600_137081800	5_TxWk
chr17_39621400_39623600	13_ReprPC
chr16_18980800_18982400	5_TxWk
chr3_47182800_47184000	7_Enh
chr1_153013000_153015800	7_Enh
chr18_20161000_20195800	14_ReprPCWk
chr12_3206400_3207200	7_Enh
chr16_3927800_3928600	7_Enh
chr19_18402000_18402400	2_TssAFlnk
chr5_176901200_176904000	7_Enh
chr18_8712400_8712800	7_Enh
chr18_22600400_22611000	15_Quies
chr2_113010800_113011000	2_TssAFlnk
chr9_37750600_37751000	5_TxWk
chr11_116926400_116934000	15_Quies
chr4_83945800_83946600	9_Het
chr2_70314000_70315400	1_TssA
chr16_72876600_72878400	13_ReprPC
chr3_128822000_128824400	7_Enh
chr8_8233600_8234200	7_Enh
chr5_68416600_68419200	4_Tx
chr7_91871400_91872800	5_TxWk
chr20_33145800_33146400	1_TssA
chr3_196508800_196511000	4_Tx
chr7_128043600_128044000	6_EnhG
chr4_159744800_159749000	7_Enh
chr11_27405400_27408800	5_TxWk
chr1_228350800_228352000	5_TxWk
chr10_72337600_72338000	7_Enh
chr1_41627200_41634400	5_TxWk
chr10_135058200_135059000	7_Enh
chr1_69994600_69994800	7_Enh
chr3_31462800_31463400	7_Enh
chr3_10393200_10393400	12_EnhBiv
chr15_25624000_25624800	6_EnhG
chr22_50653600_50658000	5_TxWk
chr11_117854200_117855800	5_TxWk
chr9_100361600_100365000	4_Tx
chr22_23256400_23257800	14_ReprPCWk
chr10_104518800_104519600	5_TxWk
chr11_34458000_34459400	5_TxWk
chr22_42430400_42452400	15_Quies
chr20_60454200_60457600	13_ReprPC
chr2_976800_977800	9_Het
chr9_140316600_140316800	2_TssAFlnk
chr1_157007200_157008400	7_Enh
chr1_112360400_112361000	13_ReprPC
chr10_135226600_135228800	5_TxWk
chr8_20892000_20898800	15_Quies
chr13_46518200_46518800	7_Enh
chr6_27895800_27896400	5_TxWk
chr1_3801200_3802800	5_TxWk
chr11_1292200_1293200	7_Enh
chr2_114688600_114689600	5_TxWk
chr10_118662600_118678000	5_TxWk
chr17_4736000_4738400	1_TssA
chr1_65739400_65739600	2_TssAFlnk
chr18_51723600_51724000	7_Enh
chr10_17641800_17648800	15_Quies
chr2_46556400_46556600	7_Enh
chr8_37948400_37949200	2_TssAFlnk
chr6_69428000_69428800	2_TssAFlnk
chr9_34464200_34471600	14_ReprPCWk
chr4_2683400_2690000	4_Tx
chr1_205240600_205242600	5_TxWk
chr7_40098000_40098600	7_Enh
chr17_42299200_42300000	7_Enh
chr1_163245400_163246800	15_Quies
chr11_118296800_118297200	7_Enh
chr5_5343800_5347800	15_Quies
chr11_12284800_12285200	2_TssAFlnk
chr18_3213200_3213800	2_TssAFlnk
chr6_18188000_18188200	4_Tx
chr11_9578200_9578400	7_Enh
chr16_75684800_75685200	1_TssA
chr2_234237600_234238800	7_Enh
chr3_138605200_138605400	5_TxWk
chr3_186674400_186674800	6_EnhG
chr1_1139800_1143200	5_TxWk
chr20_52824000_52825600	1_TssA
chrX_79456400_79456800	1_TssA
chr1_115132000_115141600	14_ReprPCWk
chrX_152610600_152613600	5_TxWk
chr3_126735200_126736400	4_Tx
chr2_114691600_114694600	4_Tx
chr10_76948200_76949400	5_TxWk
chr1_21545200_21578600	5_TxWk
chr16_14581600_14582000	5_TxWk
chr16_56415600_56416000	8_ZNF/Rpts
chr1_31520800_31523000	5_TxWk
chr1_43507600_43507800	7_Enh
chr10_108782600_108783000	7_Enh
chr1_40123400_40124200	7_Enh
chr4_1957600_1959400	5_TxWk
chr12_38006600_38008400	9_Het
chr2_114434000_114435200	5_TxWk
chrX_134049600_134049800	2_TssAFlnk
chr19_2974800_2976400	5_TxWk
chr9_126441600_126441800	15_Quies
chr20_322800_323200	8_ZNF/Rpts
chr6_22568400_22569400	9_Het
chr17_65483000_65516600	14_ReprPCWk
chr5_39114000_39115800	7_Enh
chr5_44798000_44798200	7_Enh
chr10_6624200_6624400	3_TxFlnk
chr1_231648000_231648400	7_Enh
chr3_155551800_155552000	4_Tx
chr4_75400600_75401600	7_Enh
chr12_111864000_111865400	4_Tx
chr1_53188800_53189200	7_Enh
chr10_126229200_126229600	5_TxWk
chr17_26306800_26307200	5_TxWk
chr22_18434400_18435800	5_TxWk
chr17_11809200_11809400	15_Quies
chr5_24093400_24093600	9_Het
chr1_37287000_37288200	13_ReprPC
chr6_42847000_42848800	1_TssA
chr17_62076400_62077000	5_TxWk
chr6_37007600_37008600	9_Het
chr1_224380400_224381200	5_TxWk
chr1_66278600_66284600	5_TxWk
chr1_246150000_246150200	2_TssAFlnk
chr11_61543600_61552600	5_TxWk
chr1_247936000_247939400	9_Het
chr1_76506200_76506400	1_TssA
chr4_145559800_145568000	14_ReprPCWk
chr10_95668600_95670200	5_TxWk
chr17_55629600_55630600	7_Enh
chr2_74204600_74206200	5_TxWk
chr7_106335400_106344400	15_Quies
chr3_9812400_9813200	5_TxWk
chr2_217098800_217107200	15_Quies
chr18_30656200_30657200	9_Het
chr19_52098800_52099600	7_Enh
chr18_33019600_33020200	13_ReprPC
chr16_70389400_70389800	4_Tx
chr3_126501800_126553800	15_Quies
chr13_101215000_101239400	15_Quies
chr1_25765000_25767400	5_TxWk
chr19_39049000_39086000	15_Quies
chr11_94191400_94192400	5_TxWk
chr7_76358400_76551400	15_Quies
chr3_127457600_127509000	14_ReprPCWk
chr8_27191000_27191200	7_Enh
chr22_41048400_41048800	2_TssAFlnk
chr3_50408000_50410200	7_Enh
chr9_14514000_14515400	7_Enh
chr1_32888800_32896200	13_ReprPC
chr12_121515800_121516000	14_ReprPCWk
chr3_13256600_13260200	14_ReprPCWk
chr22_20811200_20815200	14_ReprPCWk
chr11_45497600_45550000	15_Quies
chr17_73391000_73391200	2_TssAFlnk
chr6_149964200_149965400	6_EnhG
chr5_176735800_176736600	7_Enh
chr22_21388200_21391600	14_ReprPCWk
chr3_8783000_8783400	12_EnhBiv
chr5_10714000_10716400	4_Tx
chr1_114637600_114637800	12_EnhBiv
chr13_67138400_67138600	7_Enh
chr11_47509800_47511400	6_EnhG
chr8_49771200_49772800	14_ReprPCWk
