folder_name	encode_expt_accession	common_name	eid	rep_folder	encode_biosample_ids	rsem_quant_file	system	organ	cell_type	color	lab	sex	biosample_type	biosample_term_id	biosample_term_name	life_stage	age	age_units	treatments	description
ENCSR000CTX.Placental_Pericyte_Primary_Cells.CSHL_Gingeras	ENCSR000CTX	Placental_Pericyte_Primary_Cells	E227	ENCBS491ENC	ENCBS491ENC	/mnt/data/integrative/rna/ENCSR000CTX.Placental_Pericyte_Primary_Cells.CSHL_Gingeras/quant/rsem/ENCBS491ENC/Quant.genes.results	Reproductive	Placenta	Stromal	#B65C73	CSHL_Gingeras	female	primary cell	CL:0000669	pericyte cell	newborn	unknown			Pericytes (HPC-PL) from the placenta of a newborn caucasian female
ENCSR763NOO.Aorta.Stanford_Snyder	ENCSR763NOO	Aorta	E065	GSM1010952	ENCBS147RHM	/mnt/data/integrative/rna/ENCSR763NOO.Aorta.Stanford_Snyder/quant/rsem/GSM1010952/Quant.genes.results	Cardiovascular	Aorta	Aorta	#C2655D	Stanford_Snyder	male	tissue	UBERON:0000947	aorta	adult	34	year		Aorta heart tissue from a 34 year old male Caucasian human with polysubstance abuse. Tissue provided by Shin Lin at Stanford University
ENCSR995BHD.Aorta.Stanford_Snyder	ENCSR995BHD	Aorta	E065	GSM1120302	ENCBS674CSD	/mnt/data/integrative/rna/ENCSR995BHD.Aorta.Stanford_Snyder/quant/rsem/GSM1120302/Quant.genes.results	Cardiovascular	Aorta	Aorta	#C2655D	Stanford_Snyder	female	tissue	UBERON:0000947	aorta	adult	30	year		Aorta heart tissue from a 30 year old female Caucasian human with bipolar disorder and an iron deficiency. Tissue provided by Shin Lin at Stanford University.
ENCSR675YAS.Right_Atrium.Stanford_Snyder	ENCSR675YAS	Right_Atrium	E104	GSM1010970	ENCBS428GZS	/mnt/data/integrative/rna/ENCSR675YAS.Right_Atrium.Stanford_Snyder/quant/rsem/GSM1010970/Quant.genes.results	Cardiovascular	Heart	Atrium	#C2655D	Stanford_Snyder	male	tissue	UBERON:0002078	right cardiac atrium	adult	34	year		Right atrium tissue from a 34 year old male Caucasian human with polysubstance abuse. Tissue provided by Shin Lin at Stanford University
ENCSR000AEZ.Fetal_Heart.CSHL_Gingeras	ENCSR000AEZ	Fetal_Heart	E083	ENCBS055RNA	ENCBS055RNA	/mnt/data/integrative/rna/ENCSR000AEZ.Fetal_Heart.CSHL_Gingeras/quant/rsem/ENCBS055RNA/Quant.genes.results	Cardiovascular	Heart	Heart	#C2655D	CSHL_Gingeras	female	tissue	UBERON:0000948	heart	fetal	28	week		Human fetal heart
ENCSR000AEZ.Fetal_Heart.CSHL_Gingeras	ENCSR000AEZ	Fetal_Heart	E083	ENCBS056RNA	ENCBS056RNA	/mnt/data/integrative/rna/ENCSR000AEZ.Fetal_Heart.CSHL_Gingeras/quant/rsem/ENCBS056RNA/Quant.genes.results	Cardiovascular	Heart	Heart	#C2655D	CSHL_Gingeras	female	tissue	UBERON:0000948	heart	fetal	19	week		Human fetal heart
ENCSR000AHH.Fetal_Heart.CSHL_Gingeras	ENCSR000AHH	Fetal_Heart	E382	ENCBS044RNA	ENCBS044RNA	/mnt/data/integrative/rna/ENCSR000AHH.Fetal_Heart.CSHL_Gingeras/quant/rsem/ENCBS044RNA/Quant.genes.results	Cardiovascular	Heart	Heart	#C2655D	CSHL_Gingeras	male	tissue	UBERON:0000948	heart	adult	34	year		Human heart Tissue obtained from a healthy, 34 year old Caucasian male donor
ENCSR047LLJ.Fetal_Heart.UW_Glass	ENCSR047LLJ	Fetal_Heart	E083	GSM1059494	ENCBS172XKB	/mnt/data/integrative/rna/ENCSR047LLJ.Fetal_Heart.UW_Glass/quant/rsem/GSM1059494/Quant.genes.results	Cardiovascular	Heart	Heart	#C2655D	UW_Glass	male	tissue	UBERON:0000948	heart	fetal	120	day		Heart tissue from a healthy day 120 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR863BUL.Fetal_Heart.UW_Glass	ENCSR863BUL	Fetal_Heart	E083	GSM1059495	ENCBS407ALA	/mnt/data/integrative/rna/ENCSR863BUL.Fetal_Heart.UW_Glass/quant/rsem/GSM1059495/Quant.genes.results	Cardiovascular	Heart	Heart	#C2655D	UW_Glass	female	tissue	UBERON:0000948	heart	fetal	91	day		Heart tissue from a healthy day 91 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR000AAH.Cardiac_Myocyte_Primary_Cells.CSHL_Gingeras	ENCSR000AAH	Cardiac_Myocyte_Primary_Cells	E213	ENCBS014RNA	ENCBS014RNA	/mnt/data/integrative/rna/ENCSR000AAH.Cardiac_Myocyte_Primary_Cells.CSHL_Gingeras/quant/rsem/ENCBS014RNA/Quant.genes.results	Cardiovascular	Heart	Muscle	#C2655D	CSHL_Gingeras	female	primary cell	CL:0002098	regular cardiac myocyte	adult	51	year		Normal Human Cardiac Myocytes (HCM)
ENCSR000AAH.Cardiac_Myocyte_Primary_Cells.CSHL_Gingeras	ENCSR000AAH	Cardiac_Myocyte_Primary_Cells	E213	ENCBS015RNA	ENCBS015RNA	/mnt/data/integrative/rna/ENCSR000AAH.Cardiac_Myocyte_Primary_Cells.CSHL_Gingeras/quant/rsem/ENCBS015RNA/Quant.genes.results	Cardiovascular	Heart	Muscle	#C2655D	CSHL_Gingeras	male	primary cell	CL:0002098	regular cardiac myocyte	adult	48	year		Normal Human Cardiac Myocytes (HCM)
ENCSR305NXN.Fetal_Muscle_Arm.UW_Glass	ENCSR305NXN	Fetal_Muscle_Arm	E210	GSM1101700	ENCBS261IIB	/mnt/data/integrative/rna/ENCSR305NXN.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101700/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001499	muscle of arm	fetal	127	day		Arm muscle tissue from a healthy day 127 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR317LMH.Fetal_Muscle_Arm.UW_Glass	ENCSR317LMH	Fetal_Muscle_Arm	E210	GSM1101689	ENCBS054WKY	/mnt/data/integrative/rna/ENCSR317LMH.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101689/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001499	muscle of arm	fetal	98	day		Arm muscle tissue from a healthy day 98 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR364IBB.Fetal_Muscle_Arm.UW_Glass	ENCSR364IBB	Fetal_Muscle_Arm	E210	GSM1101694	ENCBS516CJQ	/mnt/data/integrative/rna/ENCSR364IBB.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101694/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001499	muscle of arm	fetal	120	day		Arm muscle tissue from a healthy day 120 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR406YML.Fetal_Muscle_Arm.UW_Glass	ENCSR406YML	Fetal_Muscle_Arm	E210	GSM1220595	ENCBS090AGL	/mnt/data/integrative/rna/ENCSR406YML.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1220595/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001499	muscle of arm	fetal	91	day		Arm muscle tissue from a healthy day 91 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR423LLK.Fetal_Muscle_Arm.UW_Glass	ENCSR423LLK	Fetal_Muscle_Arm	E210	GSM1101674	ENCBS973IDY	/mnt/data/integrative/rna/ENCSR423LLK.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101674/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001499	muscle of arm	fetal	97	day		Arm muscle tissue from a healthy day 97 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR547TNE.Fetal_Muscle_Arm.UW_Glass	ENCSR547TNE	Fetal_Muscle_Arm	E210	GSM1101701	ENCBS655AMM	/mnt/data/integrative/rna/ENCSR547TNE.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101701/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001499	muscle of arm	fetal	96	day		Arm muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR575OHC.Fetal_Muscle_Arm.UW_Glass	ENCSR575OHC	Fetal_Muscle_Arm	E210	GSM1101682	ENCBS949PQW	/mnt/data/integrative/rna/ENCSR575OHC.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101682/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001499	muscle of arm	fetal	120	day		Arm uscle tissue from a healthy day 120 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR620ZNQ.Fetal_Muscle_Arm.UW_Glass	ENCSR620ZNQ	Fetal_Muscle_Arm	E210	GSM1101695	ENCBS586CPQ	/mnt/data/integrative/rna/ENCSR620ZNQ.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101695/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001499	muscle of arm	fetal	105	day		Arm muscle tissue from a healthy day 105 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR677MYO.Fetal_Muscle_Arm.UW_Glass	ENCSR677MYO	Fetal_Muscle_Arm	E210	GSM1101710	ENCBS180RZG	/mnt/data/integrative/rna/ENCSR677MYO.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101710/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	unknown	tissue	UBERON:0001499	muscle of arm	fetal	101	day		Arm muscle tissue from a healthy day 101 fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR785OCX.Fetal_Muscle_Arm.UW_Glass	ENCSR785OCX	Fetal_Muscle_Arm	E210	GSM1101675	ENCBS219ZEK	/mnt/data/integrative/rna/ENCSR785OCX.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101675/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001499	muscle of arm	fetal	85	day		Arm muscle primary tissue from a healthy day 85 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR990LHE.Fetal_Muscle_Arm.UW_Glass	ENCSR990LHE	Fetal_Muscle_Arm	E210	GSM1101673	ENCBS892WJE	/mnt/data/integrative/rna/ENCSR990LHE.Fetal_Muscle_Arm.UW_Glass/quant/rsem/GSM1101673/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001499	muscle of arm	fetal	96	day		Arm muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR027EJD.Fetal_Muscle_Back.UW_Glass	ENCSR027EJD	Fetal_Muscle_Back	E209	GSM1101661	ENCBS020XIW	/mnt/data/integrative/rna/ENCSR027EJD.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101661/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0002324	muscle of back	fetal	115	day		Back muscle tissue from a healthy day 115 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR094RGI.Fetal_Muscle_Back.UW_Glass	ENCSR094RGI	Fetal_Muscle_Back	E209	GSM1101676	ENCBS479AOA	/mnt/data/integrative/rna/ENCSR094RGI.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101676/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0002324	muscle of back	fetal	96	day		Back muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR239BBI.Fetal_Muscle_Back.UW_Glass	ENCSR239BBI	Fetal_Muscle_Back	E209	GSM1101677	ENCBS825MQT	/mnt/data/integrative/rna/ENCSR239BBI.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101677/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0002324	muscle of back	fetal	85	day		Fetal back muscle tissue from a healthy day 85 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR522XTV.Fetal_Muscle_Back.UW_Glass	ENCSR522XTV	Fetal_Muscle_Back	E209	GSM1101678	ENCBS136EGD	/mnt/data/integrative/rna/ENCSR522XTV.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101678/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0002324	muscle of back	fetal	101	day		Back muscle tissue from a healthy day 101 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR576UKA.Fetal_Muscle_Back.UW_Glass	ENCSR576UKA	Fetal_Muscle_Back	E209	GSM1101663	ENCBS897YOR	/mnt/data/integrative/rna/ENCSR576UKA.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101663/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0002324	muscle of back	fetal	97	day		Back muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR652AWW.Fetal_Muscle_Back.UW_Glass	ENCSR652AWW	Fetal_Muscle_Back	E209	GSM1101704	ENCBS645HGQ	/mnt/data/integrative/rna/ENCSR652AWW.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101704/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0002324	muscle of back	fetal	105	day		Back muscle primary tissue from a healthy day 105 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR729ZII.Fetal_Muscle_Back.UW_Glass	ENCSR729ZII	Fetal_Muscle_Back	E209	GSM1220596	ENCBS384LIR	/mnt/data/integrative/rna/ENCSR729ZII.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1220596/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0002324	muscle of back	fetal	91	day		Back muscle tissue from a healthy day 91 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR806ESH.Fetal_Muscle_Back.UW_Glass	ENCSR806ESH	Fetal_Muscle_Back	E209	GSM1101690	ENCBS174IGM	/mnt/data/integrative/rna/ENCSR806ESH.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101690/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0002324	muscle of back	fetal	98	day		Back muscle tissue from a healthy day 98 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR891JVD.Fetal_Muscle_Back.UW_Glass	ENCSR891JVD	Fetal_Muscle_Back	E209	GSM1101703	ENCBS136SDO	/mnt/data/integrative/rna/ENCSR891JVD.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101703/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0002324	muscle of back	fetal	127	day		Back muscle primary tissue from a healthy day 127 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR995ORR.Fetal_Muscle_Back.UW_Glass	ENCSR995ORR	Fetal_Muscle_Back	E209	GSM1101696	ENCBS345TTL	/mnt/data/integrative/rna/ENCSR995ORR.Fetal_Muscle_Back.UW_Glass/quant/rsem/GSM1101696/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0002324	muscle of back	fetal	105	day		Back muscle tissue from a healthy day 105 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR086DZF.Fetal_Muscle_Leg.UW_Glass	ENCSR086DZF	Fetal_Muscle_Leg	E090	GSM1101670	ENCBS099OIO	/mnt/data/integrative/rna/ENCSR086DZF.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101670/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	96	day		Leg muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR096USV.Fetal_Muscle_Leg.UW_Glass	ENCSR096USV	Fetal_Muscle_Leg	E090	GSM1101698	ENCBS611ZBY	/mnt/data/integrative/rna/ENCSR096USV.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101698/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	127	day		Leg muscle primary tissue from a healthy day 127 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR174ESD.Fetal_Muscle_Leg.UW_Glass	ENCSR174ESD	Fetal_Muscle_Leg	E090	GSM1101669	ENCBS011TVS	/mnt/data/integrative/rna/ENCSR174ESD.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101669/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	113	day		Leg muscle tissue from a healthy day 113 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR447IJE.Fetal_Muscle_Leg.UW_Glass	ENCSR447IJE	Fetal_Muscle_Leg	E090	GSM1101672	ENCBS984JKS	/mnt/data/integrative/rna/ENCSR447IJE.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101672/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	101	day		Leg muscle tissue from a healthy day 101 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR545WAC.Fetal_Muscle_Leg.UW_Glass	ENCSR545WAC	Fetal_Muscle_Leg	E090	GSM1101664	ENCBS947JRD	/mnt/data/integrative/rna/ENCSR545WAC.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101664/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	97	day		Leg muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR561WEX.Fetal_Muscle_Leg.UW_Glass	ENCSR561WEX	Fetal_Muscle_Leg	E090	GSM1101671	ENCBS143XQJ	/mnt/data/integrative/rna/ENCSR561WEX.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101671/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	97	day		Leg muscle tissue from a healthy day 97 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR699YJR.Fetal_Muscle_Leg.UW_Glass	ENCSR699YJR	Fetal_Muscle_Leg	E090	GSM1220579	ENCBS697VMI	/mnt/data/integrative/rna/ENCSR699YJR.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1220579/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001383	muscle of leg	fetal	113	day		Fetal leg muscle tissue from a healthy day 113 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR860DST.Fetal_Muscle_Leg.UW_Glass	ENCSR860DST	Fetal_Muscle_Leg	E090	GSM1101705	ENCBS517FUR	/mnt/data/integrative/rna/ENCSR860DST.Fetal_Muscle_Leg.UW_Glass/quant/rsem/GSM1101705/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	male	tissue	UBERON:0001383	muscle of leg	fetal	96	day		Leg muscle tissue from a healthy day 96 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR531RKI.Fetal_Muscle_Trunk.UW_Glass	ENCSR531RKI	Fetal_Muscle_Trunk	E089	GSM1101688	ENCBS992XAC	/mnt/data/integrative/rna/ENCSR531RKI.Fetal_Muscle_Trunk.UW_Glass/quant/rsem/GSM1101688/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001774	muscle of trunk	fetal	120	day		Trunk muscle tissue from a healthy day 120 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR906HEV.Fetal_Muscle_Trunk.UW_Glass	ENCSR906HEV	Fetal_Muscle_Trunk	E089	GSM1220582	ENCBS390NDG	/mnt/data/integrative/rna/ENCSR906HEV.Fetal_Muscle_Trunk.UW_Glass/quant/rsem/GSM1220582/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	UW_Glass	female	tissue	UBERON:0001774	muscle of trunk	fetal	113	day		Fetal trunk muscle tissue from a healthy day 113 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR502OTI.Psoas_Muscle.Stanford_Snyder	ENCSR502OTI	Psoas_Muscle	E100	GSM1120311	ENCBS469OOX	/mnt/data/integrative/rna/ENCSR502OTI.Psoas_Muscle.Stanford_Snyder/quant/rsem/GSM1120311/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	Stanford_Snyder	female	tissue	UBERON:0008450	psoas muscle	adult	30	year		Psoas muscle tissue from a 30 year old female Caucasian human with bipolar disorder and an iron deficiency. Tissue provided by Shin Lin at Stanford University.
ENCSR817TLH.Psoas_Muscle.Stanford_Snyder	ENCSR817TLH	Psoas_Muscle	E100	GSM1120310	ENCBS008QPC	/mnt/data/integrative/rna/ENCSR817TLH.Psoas_Muscle.Stanford_Snyder/quant/rsem/GSM1120310/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	Stanford_Snyder	male	tissue	UBERON:0008450	psoas muscle	child	3	year		Psoas muscle tissue from a healthy 3 year old male human from the Lin laboratory.
ENCSR843HXR.Psoas_Muscle.Stanford_Snyder	ENCSR843HXR	Psoas_Muscle	E100	GSM1010968	ENCBS138TCD	/mnt/data/integrative/rna/ENCSR843HXR.Psoas_Muscle.Stanford_Snyder/quant/rsem/GSM1010968/Quant.genes.results	Musculoskeletal	Muscle	Muscle	#C2655D	Stanford_Snyder	male	tissue	UBERON:0008450	psoas muscle	adult	34	year		Psoas muscle tissue from a 34 year old male Caucasian human with polysubstance abuse. Tissue provided by Shin Lin at Stanford University
ENCSR000CUI.Muscle_Satellite_Cultured_Cells.CSHL_Gingeras	ENCSR000CUI	Muscle_Satellite_Cultured_Cells	E052	ENCBS481ENC	ENCBS481ENC	/mnt/data/integrative/rna/ENCSR000CUI.Muscle_Satellite_Cultured_Cells.CSHL_Gingeras/quant/rsem/ENCBS481ENC/Quant.genes.results	Musculoskeletal	Muscle	Satellite	#C2655D	CSHL_Gingeras	female	primary cell	CL:0000594	skeletal muscle satellite cell	adult	64	year		Skeletal muscle myosatellite cells from the striated M. pectoralis muscle that were surgically resected from a 64 year old caucasian female.
ENCSR000CUI.Muscle_Satellite_Cultured_Cells.CSHL_Gingeras	ENCSR000CUI	Muscle_Satellite_Cultured_Cells	E052	ENCBS482ENC	ENCBS482ENC	/mnt/data/integrative/rna/ENCSR000CUI.Muscle_Satellite_Cultured_Cells.CSHL_Gingeras/quant/rsem/ENCBS482ENC/Quant.genes.results	Musculoskeletal	Muscle	Satellite	#C2655D	CSHL_Gingeras	male	primary cell	CL:0000594	skeletal muscle satellite cell	adult	21	year		Skeletal muscle myosatellite cells from the striated Mm. intercostales muscle that were surgically resected from a 21 year old caucasian male.
ENCSR516VDS.Fetal_Muscle_Lower_Limb_Skeletal.UW_Glass	ENCSR516VDS	Fetal_Muscle_Lower_Limb_Skeletal	E360	GSM1101697	ENCBS105LQM	/mnt/data/integrative/rna/ENCSR516VDS.Fetal_Muscle_Lower_Limb_Skeletal.UW_Glass/quant/rsem/GSM1101697/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	UW_Glass	male	tissue	UBERON:0003663	hindlimb muscle	fetal	120	day		Lower skeletal hindlimb muscle tissue from a healthy day 120 male fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR711NGL.Fetal_Muscle_Upper_Limb_Skeletal.UW_Glass	ENCSR711NGL	Fetal_Muscle_Upper_Limb_Skeletal	E211	GSM1101686	ENCBS988KQJ	/mnt/data/integrative/rna/ENCSR711NGL.Fetal_Muscle_Upper_Limb_Skeletal.UW_Glass/quant/rsem/GSM1101686/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	UW_Glass	female	tissue	UBERON:0003662	forelimb muscle	fetal	108	day		Fetal primary upper limb skeletal muscle tissue from a healthy day 108 female fetus from Ian Glass of University of Washington, Congenital Defects Lab.
ENCSR828TEI.HSMM_cell_derived_Skeletal_Muscle_Myotubes_Cells.CSHL_Gingeras	ENCSR828TEI	HSMM_cell_derived_Skeletal_Muscle_Myotubes_Cells	E121	ENCBS140MNV	ENCBS140MNV	/mnt/data/integrative/rna/ENCSR828TEI.HSMM_cell_derived_Skeletal_Muscle_Myotubes_Cells.CSHL_Gingeras/quant/rsem/ENCBS140MNV/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	CSHL_Gingeras	unknown	in vitro differentiated cells	CL:0002372	myotube	unknown	unknown			
ENCSR828TEI.HSMM_cell_derived_Skeletal_Muscle_Myotubes_Cells.CSHL_Gingeras	ENCSR828TEI	HSMM_cell_derived_Skeletal_Muscle_Myotubes_Cells	E121	ENCBS526ENC	ENCBS526ENC	/mnt/data/integrative/rna/ENCSR828TEI.HSMM_cell_derived_Skeletal_Muscle_Myotubes_Cells.CSHL_Gingeras/quant/rsem/ENCBS526ENC/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	CSHL_Gingeras	unknown	in vitro differentiated cells	CL:0002372	myotube	unknown	unknown			skeletal muscle myotubes differentiated from the HSMM cell line
ENCSR000COY.HSMM_Skeletal_Muscle_Myoblasts_Cells.CSHL_Gingeras	ENCSR000COY	HSMM_Skeletal_Muscle_Myoblasts_Cells	E120	ENCBS469ENC	ENCBS469ENC	/mnt/data/integrative/rna/ENCSR000COY.HSMM_Skeletal_Muscle_Myoblasts_Cells.CSHL_Gingeras/quant/rsem/ENCBS469ENC/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	CSHL_Gingeras	unknown	primary cell	CL:0000515	skeletal muscle myoblast	unknown	unknown			skeletal muscle myoblasts
ENCSR000COY.HSMM_Skeletal_Muscle_Myoblasts_Cells.CSHL_Gingeras	ENCSR000COY	HSMM_Skeletal_Muscle_Myoblasts_Cells	E120	ENCBS470ENC	ENCBS470ENC	/mnt/data/integrative/rna/ENCSR000COY.HSMM_Skeletal_Muscle_Myoblasts_Cells.CSHL_Gingeras/quant/rsem/ENCBS470ENC/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	CSHL_Gingeras	unknown	primary cell	CL:0000515	skeletal muscle myoblast	unknown	unknown			skeletal muscle myoblasts
ENCSR000CWN.HSMM_Skeletal_Muscle_Myoblasts_Cells.Caltech_Wold	ENCSR000CWN	HSMM_Skeletal_Muscle_Myoblasts_Cells	E120	ENCBS326AAA	ENCBS326AAA	/mnt/data/integrative/rna/ENCSR000CWN.HSMM_Skeletal_Muscle_Myoblasts_Cells.Caltech_Wold/quant/rsem/ENCBS326AAA/Quant.genes.results	Musculoskeletal	Muscle	Skeletal	#C2655D	Caltech_Wold	unknown	primary cell	CL:0000515	skeletal muscle myoblast	unknown	unknown			skeletal muscle myoblasts
