chrom_start_end	Annotation
chr17_4065800_4066800	7_Enh
chr17_34962600_34962800	4_Tx
chr3_193593200_193593400	14_ReprPCWk
chr14_81149800_81162000	15_Quies
chr7_139505200_139515000	14_ReprPCWk
chr5_5064200_5065800	15_Quies
chr6_107176200_107176600	7_Enh
chr3_53165800_53170600	5_TxWk
chr13_28277000_28280000	9_Het
chr2_122366600_122366800	7_Enh
chr2_31457000_31457200	2_TssAFlnk
chr5_133343600_133343800	7_Enh
chr11_112454800_112455600	7_Enh
chr16_27166800_27172200	15_Quies
chr8_107513400_107513600	2_TssAFlnk
chr6_27115400_27115600	1_TssA
chr6_14661800_14662000	11_BivFlnk
chr3_11827200_11828400	5_TxWk
chr5_1619200_1619600	4_Tx
chr1_46562200_46563600	7_Enh
chr2_110056400_110062600	9_Het
chr4_140732400_140778400	14_ReprPCWk
chr7_32546600_32547400	4_Tx
chr7_69881000_69881400	7_Enh
chr5_68790800_68791600	1_TssA
chr3_127345000_127345600	7_Enh
chr19_40042800_40044400	7_Enh
chr1_16219600_16219800	7_Enh
chr4_89383800_89384200	6_EnhG
chr7_47687400_47700600	15_Quies
chr5_89809600_89810800	4_Tx
chr11_72991600_72993600	7_Enh
chr3_172233200_172234400	5_TxWk
chr1_56938400_56938600	2_TssAFlnk
chr3_138562000_138564600	15_Quies
chr3_59921200_59921400	7_Enh
chr16_1403400_1405000	7_Enh
chr2_225850200_225851400	8_ZNF/Rpts
chr6_117869000_117869400	2_TssAFlnk
chr4_120149600_120153200	15_Quies
chr14_88789800_88790200	14_ReprPCWk
chr10_38054600_38083000	15_Quies
chr16_72342600_72343800	9_Het
chr19_10393800_10396200	6_EnhG
chr1_65553400_65554200	9_Het
chr3_183204600_183214200	5_TxWk
chr19_51843000_51843400	1_TssA
chr2_143731400_143732200	7_Enh
chr15_68194600_68194800	2_TssAFlnk
chr9_133439000_133453600	15_Quies
chr7_47607400_47607600	7_Enh
chr10_21282800_21299000	15_Quies
chr1_67444400_67446000	4_Tx
chr10_63665600_63666000	1_TssA
chr8_105192600_105234600	14_ReprPCWk
chr2_174222400_174223000	1_TssA
chr22_45064600_45066000	13_ReprPC
chr1_226112800_226129200	15_Quies
chr8_41559800_41560400	7_Enh
chr17_76386200_76390600	6_EnhG
chr6_137970000_137970800	5_TxWk
chr7_150009600_150016000	5_TxWk
chr3_133037800_133039200	9_Het
chr8_53463400_53468200	15_Quies
chr5_215200_216200	6_EnhG
chr10_97884400_97884600	2_TssAFlnk
chr6_31881800_31882000	7_Enh
chr4_167562600_167572600	15_Quies
chr16_85419000_85427600	15_Quies
chr10_135124400_135126400	5_TxWk
chr14_65892600_65892800	7_Enh
chr13_33759000_33759400	5_TxWk
chr15_81403600_81403800	2_TssAFlnk
chr5_124310800_124312600	9_Het
chr1_161739800_161740000	1_TssA
chr4_105792400_105792800	7_Enh
chr9_66460600_66460800	5_TxWk
chr1_117613400_117613800	3_TxFlnk
chr6_126589800_126621200	15_Quies
chr1_161751800_161752000	1_TssA
chr2_208325600_208332400	15_Quies
chr8_95999400_95999600	7_Enh
chr3_128228400_128232800	15_Quies
chr13_42781000_42783200	5_TxWk
chr3_50058400_50061600	5_TxWk
chr6_112350400_112363800	14_ReprPCWk
chr11_67982800_67987200	5_TxWk
chr21_44314400_44323000	5_TxWk
chr4_142054800_142055000	10_TssBiv
chr1_183204000_183204200	7_Enh
chr12_4927200_4928400	5_TxWk
chr17_17711400_17713200	7_Enh
chr16_84037000_84048200	15_Quies
chr7_150331000_150333400	15_Quies
chr19_37713200_37714200	8_ZNF/Rpts
chr7_114562000_114565800	1_TssA
chr2_192345000_192348200	9_Het
chr4_167664800_167665800	9_Het
chr20_1103200_1103800	2_TssAFlnk
chr15_68373400_68373800	7_Enh
chr11_118073400_118073600	7_Enh
chr1_27371600_27371800	7_Enh
chr10_121633000_121633200	2_TssAFlnk
chr12_107370200_107379400	5_TxWk
chr2_6921200_6945200	15_Quies
chr15_52301600_52305600	7_Enh
chr7_120039800_120042400	2_TssAFlnk
chr9_117780400_117781800	13_ReprPC
chr12_12437000_12475800	15_Quies
chr18_45442200_45444200	5_TxWk
chr4_184579400_184582200	1_TssA
chr11_72785000_72785400	2_TssAFlnk
chr3_121378800_121379200	2_TssAFlnk
chr20_61677400_61677800	7_Enh
chr5_61248800_61281200	15_Quies
chr4_108639000_108639800	2_TssAFlnk
chr6_16839800_16840400	7_Enh
chr17_15904400_15904800	3_TxFlnk
chr10_115883400_115885400	4_Tx
chr19_17135600_17143200	14_ReprPCWk
chr12_117296400_117297200	5_TxWk
chr11_64075400_64076800	5_TxWk
chr3_67041200_67047800	14_ReprPCWk
chr15_73850800_73851600	5_TxWk
chr12_40725200_40735800	15_Quies
chr21_34815600_34817200	5_TxWk
chr11_66974400_66979600	4_Tx
chr9_98801200_98813400	15_Quies
chr1_234274200_234274400	7_Enh
chrX_29891400_29920200	15_Quies
chr11_10940800_10950000	14_ReprPCWk
chr7_65214200_65214400	7_Enh
chr14_74870200_74884000	15_Quies
chr10_75516000_75516200	6_EnhG
chr2_179728800_179731200	5_TxWk
chr1_27339800_27341600	14_ReprPCWk
chr6_167396200_167396800	4_Tx
chr20_35633400_35635400	7_Enh
chr17_41152400_41153400	6_EnhG
chr8_23313800_23314000	1_TssA
chr2_216546600_216561400	14_ReprPCWk
chr2_112833800_112844200	4_Tx
chr2_54487600_54492600	15_Quies
chr15_22514600_22538600	15_Quies
chr12_57335800_57336400	7_Enh
chr4_147205600_147211600	5_TxWk
chr14_61810600_61812400	2_TssAFlnk
chr1_226837200_226840000	5_TxWk
chr18_42400200_42403600	5_TxWk
chr17_54937200_54941800	4_Tx
chr8_123481200_123485600	9_Het
chr1_197124400_197139600	5_TxWk
chr17_43347400_43348600	6_EnhG
chrX_46721000_46755000	15_Quies
chr17_52805800_52971000	15_Quies
chr3_197483200_197483400	7_Enh
chr11_123233200_123233600	7_Enh
chr3_184465800_184466000	7_Enh
chr1_207951200_207953600	5_TxWk
chr7_127447200_127449000	4_Tx
chr9_21861400_21861800	4_Tx
chr20_1316800_1317800	7_Enh
chr11_59148000_59148400	1_TssA
chr3_185233200_185234800	5_TxWk
chr11_130318200_130318400	13_ReprPC
chr1_229304000_229322000	15_Quies
chr1_224926200_224927200	7_Enh
chr2_130534000_130536400	14_ReprPCWk
chr3_143641800_143643000	5_TxWk
chr5_861800_868400	5_TxWk
chr12_49526800_49527000	2_TssAFlnk
chr3_46022000_46022200	7_Enh
chr6_32706800_32722000	14_ReprPCWk
chr4_8842800_8845600	9_Het
chrX_24033800_24037400	5_TxWk
chr6_154763000_154790400	15_Quies
chr4_10676000_10676400	7_Enh
chr14_77392800_77396600	7_Enh
chr12_52417600_52418200	2_TssAFlnk
chr17_59475000_59476400	13_ReprPC
chr1_225614200_225616800	1_TssA
chr14_97645400_97648200	9_Het
chr13_21902600_21903000	2_TssAFlnk
chr11_73089200_73089400	1_TssA
chr9_1004200_1004600	5_TxWk
chr15_51169400_51169600	2_TssAFlnk
chr6_7396000_7400400	5_TxWk
chr3_127187800_127190200	15_Quies
chr14_92313800_92314200	2_TssAFlnk
chr18_3494000_3498600	14_ReprPCWk
chr6_56673600_56674000	2_TssAFlnk
chr2_203520600_203521000	2_TssAFlnk
chr12_6892600_6894400	7_Enh
chr12_123078000_123079200	4_Tx
chr7_128645800_128646200	5_TxWk
chr7_150782600_150783000	2_TssAFlnk
chr5_2300200_2302000	9_Het
chr1_27766600_27768400	5_TxWk
chr9_132117600_132118600	9_Het
chr13_114012000_114015600	14_ReprPCWk
chr3_14153800_14158000	4_Tx
chr8_128313000_128313400	7_Enh
chr15_59399200_59399400	2_TssAFlnk
chr7_64416400_64416800	15_Quies
chr5_94081600_94083000	2_TssAFlnk
chr14_35753800_35754200	7_Enh
chr22_42336000_42336200	2_TssAFlnk
chrX_15989200_15989800	5_TxWk
chr2_29172400_29173200	4_Tx
chr6_35103600_35104200	7_Enh
chr8_104575600_104576600	9_Het
chr16_57410400_57411600	7_Enh
chr12_122265200_122267000	4_Tx
chr12_104460000_104465000	5_TxWk
chr12_105158600_105158800	7_Enh
chr15_81121600_81121800	7_Enh
chr3_100850200_100852600	9_Het
chr3_182818400_182827600	15_Quies
chr22_24160800_24162600	4_Tx
chr1_212261600_212263000	6_EnhG
chr18_11921400_11922000	2_TssAFlnk
chr21_35635000_35637200	9_Het
chr4_41056600_41062000	5_TxWk
chr7_6851400_6864600	5_TxWk
chr8_8945400_8946800	2_TssAFlnk
chr2_158484600_158484800	12_EnhBiv
chr9_140151400_140151600	6_EnhG
chr5_94127800_94128600	6_EnhG
chr13_111472200_111493600	15_Quies
chr1_65675400_65678600	5_TxWk
chr6_15614600_15615600	4_Tx
chr21_30549400_30550600	5_TxWk
chr12_15324200_15365800	15_Quies
chrX_111924200_111924400	7_Enh
chr6_167253600_167254000	7_Enh
chr1_93805000_93808400	5_TxWk
chr20_4152400_4152600	13_ReprPC
chr5_91790000_91790400	7_Enh
chr13_32540400_32540600	2_TssAFlnk
chr21_36348000_36355400	14_ReprPCWk
chr1_161646000_161648600	4_Tx
chr9_88452000_88452200	7_Enh
chr6_382200_383000	7_Enh
chr6_87910000_87911000	7_Enh
chr20_36362800_36363200	6_EnhG
chr5_88639000_88639400	7_Enh
chr10_91180600_91182000	4_Tx
chr19_3920400_3951000	15_Quies
chr11_60935400_60935800	7_Enh
chr1_149933800_149934200	6_EnhG
chr21_36511000_36511800	7_Enh
chr7_65858600_65874400	5_TxWk
chr4_36843200_36844400	7_Enh
chr12_95198000_95198800	5_TxWk
chr1_181421800_181423000	5_TxWk
chr4_57350800_57351200	4_Tx
chr10_31426600_31435200	15_Quies
chr1_191839000_191840400	7_Enh
chr12_113762400_113764200	5_TxWk
chr8_145213800_145214400	7_Enh
chr1_2132600_2135600	5_TxWk
chr3_122872200_122878400	5_TxWk
chr10_102915600_102916400	13_ReprPC
chr11_46832800_46834200	5_TxWk
chr2_74274000_74278200	4_Tx
chr14_103245800_103247800	3_TxFlnk
chr15_23064800_23065600	5_TxWk
chr3_69095000_69095200	6_EnhG
chr8_145068000_145068800	6_EnhG
chr8_119491800_119494000	15_Quies
chr5_114938400_114939200	2_TssAFlnk
chr3_98438000_98441200	15_Quies
chr3_151840400_151843800	5_TxWk
chr12_80291800_80293600	5_TxWk
chr16_17473200_17474600	5_TxWk
chr6_159883800_159884000	2_TssAFlnk
chr3_194854600_194859600	5_TxWk
chr2_23612600_23612800	7_Enh
chr14_53185200_53189200	5_TxWk
chr1_217795800_217796200	7_Enh
chr20_21363400_21364800	5_TxWk
chr18_48554600_48555000	2_TssAFlnk
chr14_105940000_105940800	2_TssAFlnk
chr3_5163600_5166400	1_TssA
chr6_35149600_35159800	15_Quies
chr5_122697200_122698600	4_Tx
chr16_11458600_11460200	5_TxWk
chr16_4895600_4895800	2_TssAFlnk
chr2_965800_968800	15_Quies
chr8_97292800_97293600	6_EnhG
chr6_107041200_107055600	15_Quies
chr8_33540400_33541000	7_Enh
chr8_56690800_56691200	2_TssAFlnk
chr5_159260800_159261800	14_ReprPCWk
chr8_48455400_48460200	9_Het
chr2_144475400_144487000	5_TxWk
chr2_240207800_240208600	7_Enh
chr2_157817000_157902800	15_Quies
chr7_47330800_47331800	2_TssAFlnk
chr14_32250800_32281600	15_Quies
chr17_49230200_49230600	2_TssAFlnk
chr1_8723000_8723400	7_Enh
chr9_31909000_31909200	2_TssAFlnk
chr10_89680600_89685600	8_ZNF/Rpts
chr6_11668800_11669000	5_TxWk
chr17_48415000_48417200	9_Het
chr5_141070600_141071400	13_ReprPC
chr5_134774800_134776400	5_TxWk
chr3_71772600_71772800	7_Enh
chr12_20249200_20250000	9_Het
chr7_107534400_107535200	1_TssA
chr1_46720000_46720800	4_Tx
chr7_116887000_116888200	7_Enh
chr5_61697800_61698400	3_TxFlnk
chr6_140862600_140903400	15_Quies
chr14_20882200_20882600	2_TssAFlnk
chr5_160743400_160757400	15_Quies
chr8_49815600_49833200	14_ReprPCWk
chr8_146176400_146176800	2_TssAFlnk
chr12_28123200_28123800	10_TssBiv
chr12_54099800_54101000	13_ReprPC
chr8_29500600_29504400	15_Quies
chr1_220263800_220264000	2_TssAFlnk
chrX_78336000_78337000	5_TxWk
chr17_27552200_27553000	2_TssAFlnk
chr20_16814400_16818000	14_ReprPCWk
chr5_149816200_149816400	7_Enh
chr15_50913800_50917000	4_Tx
chr8_117672600_117673000	7_Enh
chr17_8777600_8781800	5_TxWk
chr14_56054400_56055400	1_TssA
chr13_113176400_113193400	5_TxWk
chr2_170409200_170411200	5_TxWk
chr11_77346000_77346200	2_TssAFlnk
chr11_114229400_114230000	13_ReprPC
chr19_4085000_4088600	5_TxWk
chr2_137063800_137064000	14_ReprPCWk
chr8_99063000_99072800	15_Quies
chr7_68962600_68968000	9_Het
chr2_6363400_6365200	7_Enh
chr14_55504600_55505600	8_ZNF/Rpts
chr2_109277800_109281200	7_Enh
chr10_122798200_122810200	14_ReprPCWk
chr5_137758800_137768400	4_Tx
chr11_95221600_95223200	15_Quies
chr10_116589200_116590600	2_TssAFlnk
chr8_60880400_60880600	2_TssAFlnk
chr7_26931200_26931800	7_Enh
chr21_46675600_46686200	5_TxWk
chr20_57036000_57053000	15_Quies
chr3_51423800_51426000	3_TxFlnk
chr1_200879000_200879400	7_Enh
chr11_65416400_65419400	4_Tx
chr6_123113800_123153000	15_Quies
chr9_19085800_19086600	5_TxWk
chr19_33608400_33610200	4_Tx
chr13_21979600_21980400	8_ZNF/Rpts
chr17_55158200_55159200	2_TssAFlnk
chr1_158139200_158146000	14_ReprPCWk
chr9_111979800_111980000	7_Enh
chr11_65654600_65655000	7_Enh
chr6_88289600_88294600	4_Tx
chr2_12439800_12440600	9_Het
chr7_156353200_156355800	15_Quies
chr11_107735800_107794600	15_Quies
chr3_29362000_29363000	5_TxWk
chr6_37751200_37751600	1_TssA
chr13_42040400_42041200	7_Enh
chr4_110644000_110644200	5_TxWk
chr2_160552400_160552600	2_TssAFlnk
chr22_32070600_32070800	7_Enh
chr3_136586200_136588800	8_ZNF/Rpts
chr7_92250600_92252200	2_TssAFlnk
chr14_106099200_106100200	7_Enh
chr6_17565800_17577200	15_Quies
chr1_184135200_184144800	15_Quies
chr21_35984600_35985600	2_TssAFlnk
chr22_24638600_24639400	2_TssAFlnk
chr4_77176800_77179200	14_ReprPCWk
chr2_173449400_173451800	4_Tx
chr20_61980600_61984200	9_Het
chr10_49832000_49833400	5_TxWk
chr9_120231800_120386400	15_Quies
chr9_80023200_80023600	9_Het
chr15_67357200_67357800	2_TssAFlnk
chr6_24645600_24647000	2_TssAFlnk
chr2_47408200_47408800	7_Enh
chr12_25347400_25347600	7_Enh
chr14_59106600_59107600	14_ReprPCWk
chr1_92808600_92813400	5_TxWk
chrX_100667600_100668200	2_TssAFlnk
chr1_114299600_114299800	1_TssA
chr2_231791400_231792600	7_Enh
chr2_42179600_42181400	2_TssAFlnk
chr1_42662000_42665000	4_Tx
chr17_7783000_7783600	2_TssAFlnk
chr18_24614600_24620800	15_Quies
chr5_77705200_77705800	9_Het
chr14_34448000_34449400	5_TxWk
chr12_125044400_125044800	8_ZNF/Rpts
chr12_1813000_1813400	7_Enh
chr7_23411400_23411600	2_TssAFlnk
chr3_194047000_194048800	9_Het
chr1_93324800_93325000	2_TssAFlnk
chr19_7763200_7763400	2_TssAFlnk
chr1_47161000_47161600	8_ZNF/Rpts
chr19_56577600_56577800	7_Enh
chr17_78518400_78519600	1_TssA
chr6_159392200_159408800	15_Quies
chr5_54707200_54707400	5_TxWk
chr1_235129800_235130000	7_Enh
chr8_59365200_59377800	15_Quies
chr1_167512200_167513400	7_Enh
chr10_91498000_91498600	2_TssAFlnk
chr10_101296800_101299800	13_ReprPC
chr15_96773800_96774600	5_TxWk
chr6_135344200_135346000	5_TxWk
chr1_101770200_101771000	4_Tx
chr8_46841800_46843400	5_TxWk
chr12_28239200_28239600	2_TssAFlnk
chr13_50707200_50709800	9_Het
chr8_22491200_22496800	4_Tx
chr14_22548200_22573600	15_Quies
chr8_81202800_81203800	14_ReprPCWk
chr12_118815400_118815800	2_TssAFlnk
chr3_5064400_5066000	7_Enh
chr5_37323400_37333200	4_Tx
chr5_159911800_159912000	3_TxFlnk
chr5_74710800_74711800	5_TxWk
chr16_14486600_14487200	7_Enh
chr11_114393800_114395200	13_ReprPC
chr17_27753600_27760000	5_TxWk
chr10_93990600_93992600	5_TxWk
chr7_93001600_93006200	14_ReprPCWk
chr10_58095000_58098200	9_Het
chr22_36838600_36840000	7_Enh
chr11_110234200_110234400	7_Enh
chr12_123038400_123041200	5_TxWk
chr3_156710200_156748200	15_Quies
chr22_37883400_37889400	15_Quies
chr1_47971200_47972800	13_ReprPC
chr10_75182800_75184800	4_Tx
chr14_51110600_51111000	6_EnhG
chr9_136212800_136213000	6_EnhG
chr7_138293400_138310600	15_Quies
chr1_88373400_88379400	15_Quies
chr22_26062400_26064200	4_Tx
chrX_700400_705800	15_Quies
chr8_107648000_107667000	15_Quies
chr4_39064200_39064600	2_TssAFlnk
chr3_101022600_101026000	15_Quies
chr2_65598400_65598800	7_Enh
chr9_140159400_140160400	5_TxWk
chr17_3474400_3475000	4_Tx
chr10_3848800_3851800	7_Enh
chr11_108816000_108828400	15_Quies
chr12_27752000_27755800	15_Quies
chr1_143284000_143418800	15_Quies
chr13_20343200_20343600	5_TxWk
chr16_84786400_84788200	6_EnhG
chr9_124260000_124260400	13_ReprPC
chr10_124196000_124251000	14_ReprPCWk
chr11_34374800_34375000	2_TssAFlnk
chr10_26772400_26772600	2_TssAFlnk
chr8_10184200_10189600	5_TxWk
chr20_14724800_14726200	7_Enh
chr19_48596000_48597200	9_Het
chr1_52706600_52815000	15_Quies
chr8_125024800_125025000	7_Enh
chr8_42661800_42662000	15_Quies
chr9_87582800_87583800	5_TxWk
chr19_47136800_47137000	7_Enh
chr5_169205000_169205200	3_TxFlnk
chr17_36078600_36101800	14_ReprPCWk
chr10_101300200_101301600	13_ReprPC
chr14_75183400_75190000	5_TxWk
chr19_2055200_2055600	7_Enh
chr3_99768200_99780400	5_TxWk
chr2_235419800_235451400	15_Quies
chr7_45339800_45346200	14_ReprPCWk
chr4_100830800_100838400	5_TxWk
chr22_43395800_43399200	2_TssAFlnk
chr16_30462000_30462800	7_Enh
chr2_30457800_30458400	3_TxFlnk
chr18_28641600_28642200	7_Enh
chrX_20466800_20470200	14_ReprPCWk
chr10_73079400_73079800	2_TssAFlnk
chr9_37240200_37240600	5_TxWk
chr21_42132600_42133200	9_Het
chr6_43531800_43532400	5_TxWk
chr9_6572200_6572800	6_EnhG
chr12_93888000_93889800	4_Tx
chr19_54997000_54998200	7_Enh
chr20_32302000_32307000	5_TxWk
chr4_77803800_77806000	15_Quies
chr20_48160800_48163600	9_Het
chr1_213184600_213184800	6_EnhG
chr15_72754600_72755000	7_Enh
chr20_5770400_5771000	6_EnhG
chr2_123497000_123516400	15_Quies
chr10_35620800_35621200	7_Enh
chrX_132901800_133057000	15_Quies
chr13_103244800_103245400	2_TssAFlnk
chr20_36041600_36056000	14_ReprPCWk
chr3_119574800_119575800	9_Het
chr22_29306000_29307000	14_ReprPCWk
chr3_124343200_124343400	7_Enh
chr2_201714200_201716000	5_TxWk
chr4_40489400_40490600	5_TxWk
chr10_5670200_5670600	13_ReprPC
chrX_77642800_77644800	9_Het
chr17_46131600_46132400	6_EnhG
chr14_65668000_65668200	7_Enh
chr16_57474400_57476000	8_ZNF/Rpts
chr7_24684200_24692400	5_TxWk
chr1_203269200_203270800	2_TssAFlnk
chr12_95255800_95256000	7_Enh
chr1_236302600_236303600	14_ReprPCWk
chrX_150038800_150040400	7_Enh
chr11_131520800_131525600	14_ReprPCWk
chr8_96086200_96086600	7_Enh
chr1_198799800_198824400	15_Quies
chr11_68565600_68566200	4_Tx
chr19_55728800_55739600	5_TxWk
chr3_98507600_98508000	7_Enh
chr3_113459200_113459800	1_TssA
chr19_14125000_14126000	7_Enh
chr2_98486400_98486800	7_Enh
chr7_140206600_140207000	7_Enh
chr16_75673600_75675800	4_Tx
chr8_11145000_11145200	6_EnhG
chr19_14722200_14723200	6_EnhG
chr6_45637800_45642800	15_Quies
chr3_12909600_12910400	2_TssAFlnk
chr1_226521000_226521200	2_TssAFlnk
chr10_131905000_131905800	1_TssA
chrX_19694200_19695000	5_TxWk
chr2_43670600_43671000	4_Tx
chr2_85165200_85165600	2_TssAFlnk
chr11_44089600_44096800	5_TxWk
chr2_113326200_113326600	8_ZNF/Rpts
chr7_77116600_77122200	15_Quies
chr11_31990400_32016600	14_ReprPCWk
chr15_58651200_58654600	5_TxWk
chr6_122724600_122725000	1_TssA
chr7_75370600_75371400	7_Enh
chr17_42393600_42393800	11_BivFlnk
chr16_87991200_87992800	6_EnhG
chr9_34663800_34664200	5_TxWk
chr7_90611400_90612800	8_ZNF/Rpts
chr8_109262000_109297000	15_Quies
chr7_141857200_141861000	14_ReprPCWk
chr5_95270400_95270800	7_Enh
chr10_24667000_24667400	7_Enh
chr5_53941800_53943400	2_TssAFlnk
chr4_47492000_47492400	7_Enh
chr3_61863400_61880200	14_ReprPCWk
chr17_58383600_58391200	5_TxWk
chr4_54925400_54925600	2_TssAFlnk
chr15_76939600_76946200	9_Het
chrX_131163200_131163800	1_TssA
chr22_44508000_44513600	5_TxWk
chr22_26976400_26977000	7_Enh
chr12_133350200_133361400	4_Tx
chr8_11139200_11141000	5_TxWk
chr12_57068000_57070400	5_TxWk
chr11_116890600_116891600	2_TssAFlnk
chr12_66398400_66399200	7_Enh
chr2_201588000_201588200	13_ReprPC
chr2_15095000_15116800	15_Quies
chr7_128654800_128655400	4_Tx
chr18_72486600_72507600	5_TxWk
chr6_132688000_132688400	7_Enh
chr9_27025800_27258800	15_Quies
chr5_116032000_116032800	2_TssAFlnk
chr10_133285400_133293400	15_Quies
chr19_2201400_2202200	4_Tx
chr1_63302600_63345200	15_Quies
chr1_217248800_217273200	14_ReprPCWk
chr1_212203600_212204000	7_Enh
chr1_85451400_85452000	5_TxWk
chr15_102198800_102212600	5_TxWk
chr7_134044800_134070800	15_Quies
chr2_240942600_240943400	5_TxWk
chr4_39944000_39944800	2_TssAFlnk
chr5_151053200_151054600	5_TxWk
chr2_62358800_62360200	7_Enh
chr7_105318000_105319800	2_TssAFlnk
chr9_107773200_107825800	15_Quies
chr8_74784400_74784600	2_TssAFlnk
chr11_110787200_110789600	9_Het
chr15_60656800_60662000	5_TxWk
chr21_40144800_40146000	7_Enh
chr4_121845800_121849000	14_ReprPCWk
chr16_147800_148600	4_Tx
chr12_122357000_122361400	5_TxWk
chr11_122452000_122452200	12_EnhBiv
chr18_56863200_56887800	14_ReprPCWk
chr1_55672400_55674400	5_TxWk
chr1_154190400_154191600	3_TxFlnk
chr21_46064400_46075800	15_Quies
chr3_14161000_14161800	6_EnhG
chr7_77316600_77318000	7_Enh
chr7_99074200_99074600	3_TxFlnk
chr17_32572200_32578400	14_ReprPCWk
chr11_72833600_72834000	5_TxWk
chr8_93000600_93006400	14_ReprPCWk
chr2_73147400_73147600	11_BivFlnk
chr3_10174200_10182600	15_Quies
chr2_60471000_60473200	9_Het
chr16_28987400_28987800	7_Enh
chr2_142923800_142929200	14_ReprPCWk
chr10_32625600_32625800	4_Tx
chr14_81731400_81741600	14_ReprPCWk
chr2_232598600_232601800	5_TxWk
chr2_27395200_27395600	7_Enh
chr2_24626200_24647400	15_Quies
chr15_46555200_46582200	15_Quies
chr7_156897200_156898000	9_Het
chr11_19453800_19455800	2_TssAFlnk
chr1_220140400_220142000	5_TxWk
chr3_176897600_176897800	7_Enh
chr2_162056800_162057200	1_TssA
chr2_209016400_209017200	9_Het
chr1_54953200_54953400	12_EnhBiv
chr14_64212600_64213400	2_TssAFlnk
chr10_64934200_64934400	3_TxFlnk
chr1_155067200_155074200	15_Quies
chr9_110303400_110304600	7_Enh
chr9_68419600_68420600	5_TxWk
chr7_139042800_139043000	2_TssAFlnk
chr11_134082400_134085400	5_TxWk
chr20_49744600_49744800	7_Enh
chr2_109192800_109196000	5_TxWk
chr2_204135200_204136600	5_TxWk
chr5_150081200_150081600	2_TssAFlnk
chr8_86158800_86159000	7_Enh
chr11_19980600_19981600	12_EnhBiv
chr20_39677200_39677400	2_TssAFlnk
chr3_47509000_47510600	9_Het
chr2_182763800_182768200	4_Tx
chr15_24027000_24032200	15_Quies
chr2_220220800_220221000	7_Enh
chr2_136877200_136879400	13_ReprPC
chr9_96238000_96238400	6_EnhG
chr16_27274600_27274800	3_TxFlnk
chr6_12139600_12140600	4_Tx
chr12_122251200_122262000	4_Tx
chrX_9432600_9434800	1_TssA
chr1_5180000_5181000	9_Het
chr11_65557400_65558400	5_TxWk
chr13_21422600_21424800	5_TxWk
chr3_195761600_195764400	9_Het
chr1_24188200_24188600	6_EnhG
chr1_153927600_153927800	2_TssAFlnk
chr3_160379800_160382200	5_TxWk
chr4_39474000_39474400	4_Tx
chr9_110024000_110027800	15_Quies
chr9_68448400_68454000	15_Quies
chr12_38144000_38144200	9_Het
chr5_60452600_60453800	4_Tx
chr11_65254000_65254800	7_Enh
chr17_7349000_7350000	12_EnhBiv
chr3_50263400_50263600	7_Enh
chr2_69130200_69134000	15_Quies
chr16_85823000_85824400	7_Enh
chr1_110460000_110461600	4_Tx
chr2_85813000_85813200	7_Enh
chr14_81684400_81684800	2_TssAFlnk
chr4_175461000_175462200	5_TxWk
chr5_134146200_134147400	5_TxWk
chr12_105323200_105325800	2_TssAFlnk
chr17_56270400_56278000	14_ReprPCWk
chr20_62291000_62291200	7_Enh
chr6_110366400_110384400	14_ReprPCWk
chr17_8167800_8169400	5_TxWk
chr6_2157600_2158400	2_TssAFlnk
chr12_45242800_45252400	14_ReprPCWk
chr10_70665400_70667000	5_TxWk
chr1_101366800_101368600	4_Tx
chr12_124117200_124119200	1_TssA
chr1_1195800_1196400	6_EnhG
chr16_11400200_11402400	7_Enh
chr5_138483000_138484600	6_EnhG
chr1_192962800_192963800	8_ZNF/Rpts
chr3_98505800_98507600	5_TxWk
chr12_27523800_27527000	4_Tx
chr12_8240000_8241200	2_TssAFlnk
chr1_154390800_154394000	7_Enh
chr11_120906200_120907200	2_TssAFlnk
chr5_10999600_11025800	15_Quies
chr5_603200_606600	15_Quies
chr17_34858800_34872200	4_Tx
chr4_153443400_153445000	2_TssAFlnk
chr8_71156200_71160800	7_Enh
chr22_44457200_44457800	5_TxWk
chr11_109968200_109968400	1_TssA
chr22_27038200_27039000	7_Enh
chr6_140755200_140859000	15_Quies
chr21_44579600_44582200	7_Enh
chr4_133011600_133013800	9_Het
chr9_89734000_89751000	15_Quies
chr2_232187200_232187800	7_Enh
chr7_4786200_4786600	2_TssAFlnk
chr8_65716200_65716800	7_Enh
chr11_121290200_121292800	7_Enh
chr16_80625000_80625600	7_Enh
chr3_160761800_160785000	15_Quies
chrX_18905200_18906200	7_Enh
chr10_88150400_88151800	2_TssAFlnk
chr19_14476000_14477000	5_TxWk
chr10_22087200_22087600	7_Enh
chr6_13574200_13576400	1_TssA
chr13_26777200_26782000	5_TxWk
chr15_31636400_31638400	2_TssAFlnk
chr6_16587000_16588200	9_Het
chr2_135873800_135878000	5_TxWk
chr1_246580000_246580400	9_Het
chr14_54489200_54490400	7_Enh
chr15_44245600_44247600	15_Quies
chr6_21211600_21212600	2_TssAFlnk
chr19_3185200_3186800	1_TssA
chr11_128385000_128385800	1_TssA
chr18_45438200_45438400	6_EnhG
chr18_39514000_39516200	15_Quies
chr2_91823400_91847000	15_Quies
chr4_139602400_139605600	14_ReprPCWk
chr1_206291600_206292000	7_Enh
chrX_40060400_40062400	7_Enh
chr5_37917000_37926800	14_ReprPCWk
